Daily Maximum data	   supplied by UK-air on 07/09/2018
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London Bloomsbury",,,,,,,,,,,,,,,,,,,,,,,
Date,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2016-04-23,38,V ugm-3,37,V ugm-3,63,V ugm-3,114,V ugm-3,3,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-04-24,46,V ugm-3,37,V ugm-3,56,V ugm-3,113,V ugm-3,4,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-04-25,38,V ugm-3,50,V ugm-3,65,V ugm-3,133,V ugm-3,8,V ugm-3,No data,,18,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-04-26,41,V ugm-3,57,V ugm-3,62,V ugm-3,146,V ugm-3,5,V ugm-3,No data,,13,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-04-27,58,V ugm-3,71,V ugm-3,63,V ugm-3,170,V ugm-3,4,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-04-28,59,V ugm-3,57,V ugm-3,70,V ugm-3,151,V ugm-3,5,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2016-04-29,59,V ugm-3,25,V ugm-3,74,V ugm-3,105,V ugm-3,4,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-04-30,52,V ugm-3,36,V ugm-3,63,V ugm-3,118,V ugm-3,5,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-05-01,79,V ugm-3,56,V ugm-3,76,V ugm-3,160,V ugm-3,4,V ugm-3,No data,,39,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-05-02,58,V ugm-3,10,V ugm-3,44,V ugm-3,58,V ugm-3,4,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-05-03,58,V ugm-3,58,V ugm-3,79,V ugm-3,140,V ugm-3,5,V ugm-3,No data,,28,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-05-04,84,V ugm-3,68,V ugm-3,75,V ugm-3,179,V ugm-3,4,V ugm-3,No data,,29,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-05-05,92,V ugm-3,45,V ugm-3,81,V ugm-3,145,V ugm-3,6,V ugm-3,No data,,37,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-05-06,78,V ugm-3,79,V ugm-3,93,V ugm-3,206,V ugm-3,8,V ugm-3,No data,,71,V ugm-3 (TEOM FDMS),54,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),60,V ugm-3 (TEOM FDMS),45,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS)
2016-05-07,94,V ugm-3,50,V ugm-3,80,V ugm-3,141,V ugm-3,10,V ugm-3,No data,,79,V ugm-3 (TEOM FDMS),55,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),70,V ugm-3 (TEOM FDMS),47,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS)
2016-05-08,121,V ugm-3,24,V ugm-3,81,V ugm-3,101,V ugm-3,4,V ugm-3,No data,,30,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-05-09,87,V ugm-3,57,V ugm-3,88,V ugm-3,175,V ugm-3,6,V ugm-3,No data,,45,V ugm-3 (TEOM FDMS),39,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2016-05-10,49,V ugm-3,48,V ugm-3,63,V ugm-3,130,V ugm-3,4,V ugm-3,No data,,56,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),48,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS)
2016-05-11,35,V ugm-3,73,V ugm-3,58,V ugm-3,160,V ugm-3,5,V ugm-3,No data,,55,V ugm-3 (TEOM FDMS),39,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS)
2016-05-12,84,V ugm-3,51,V ugm-3,68,V ugm-3,146,V ugm-3,6,V ugm-3,No data,,54,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS)
2016-05-13,72,V ugm-3,46,V ugm-3,61,V ugm-3,131,V ugm-3,4,V ugm-3,No data,,43,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-05-14,63,V ugm-3,29,V ugm-3,45,V ugm-3,88,V ugm-3,4,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-05-15,77,V ugm-3,36,V ugm-3,58,V ugm-3,112,V ugm-3,5,V ugm-3,No data,,26,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-05-16,69,V ugm-3,62,V ugm-3,67,V ugm-3,162,V ugm-3,5,V ugm-3,No data,,36,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-05-17,77,V ugm-3,52,V ugm-3,81,V ugm-3,159,V ugm-3,4,V ugm-3,No data,,27,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-05-18,79,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,5,V ugm-3,No data,,25,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-05-19,60,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,5,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-05-20,59,V ugm-3,9,V ugm-3,33,V ugm-3,47,V ugm-3,3,V ugm-3,No data,,23,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-05-21,59,V ugm-3,4,V ugm-3,37,V ugm-3,42,V ugm-3,4,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-05-22,62,V ugm-3,32,V ugm-3,56,V ugm-3,105,V ugm-3,5,V ugm-3,No data,,15,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-05-23,40,V ugm-3,43,V ugm-3,51,V ugm-3,112,V ugm-3,5,V ugm-3,No data,,18,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-05-24,52,V ugm-3,37,V ugm-3,47,V ugm-3,103,V ugm-3,3,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-05-25,62,V ugm-3,40,V ugm-3,54,V ugm-3,115,V ugm-3,5,V ugm-3,No data,,26,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-05-26,59,V ugm-3,28,V ugm-3,62,V ugm-3,80,V ugm-3,4,V ugm-3,No data,,32,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-05-27,74,V ugm-3,49,V ugm-3,56,V ugm-3,132,V ugm-3,4,V ugm-3,No data,,43,V ugm-3 (TEOM FDMS),37,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2016-05-28,78,V ugm-3,12,V ugm-3,47,V ugm-3,62,V ugm-3,4,V ugm-3,No data,,43,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2016-05-29,49,V ugm-3,22,V ugm-3,51,V ugm-3,84,V ugm-3,3,V ugm-3,No data,,27,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2016-05-30,55,V ugm-3,18,V ugm-3,41,V ugm-3,68,V ugm-3,3,V ugm-3,No data,,18,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-05-31,50,V ugm-3,55,V ugm-3,60,V ugm-3,143,V ugm-3,4,V ugm-3,No data,,15,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-06-01,56,V ugm-3,47,V ugm-3,56,V ugm-3,127,V ugm-3,3,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-06-02,64,V ugm-3,31,V ugm-3,55,V ugm-3,103,V ugm-3,3,V ugm-3,No data,,23,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-06-03,57,V ugm-3,45,V ugm-3,59,V ugm-3,127,V ugm-3,5,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-06-04,37,V ugm-3,47,V ugm-3,74,V ugm-3,126,V ugm-3,3,V ugm-3,No data,,36,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-06-05,66,V ugm-3,29,V ugm-3,54,V ugm-3,85,V ugm-3,2,V ugm-3,No data,,38,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2016-06-06,46,V ugm-3,39,V ugm-3,66,V ugm-3,108,V ugm-3,3,V ugm-3,No data,,33,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-06-07,45,V ugm-3,67,V ugm-3,107,V ugm-3,184,V ugm-3,5,V ugm-3,No data,,48,V ugm-3 (TEOM FDMS),45,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2016-06-08,84,V ugm-3,48,V ugm-3,119,V ugm-3,192,V ugm-3,4,V ugm-3,No data,,34,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-06-09,42,V ugm-3,43,V ugm-3,76,V ugm-3,117,V ugm-3,6,V ugm-3,No data,,40,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-06-10,86,V ugm-3,53,V ugm-3,65,V ugm-3,147,V ugm-3,7,V ugm-3,No data,,42,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-06-11,74,V ugm-3,42,V ugm-3,86,V ugm-3,150,V ugm-3,4,V ugm-3,No data,,36,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-06-12,65,V ugm-3,10,V ugm-3,41,V ugm-3,55,V ugm-3,3,V ugm-3,No data,,48,V ugm-3 (TEOM FDMS),45,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-06-13,30,V ugm-3,67,V ugm-3,69,V ugm-3,164,V ugm-3,6,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-06-14,34,V ugm-3,13,V ugm-3,32,V ugm-3,51,V ugm-3,4,V ugm-3,No data,,18,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-06-15,45,V ugm-3,10,V ugm-3,24,V ugm-3,37,V ugm-3,3,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-06-16,59,V ugm-3,24,V ugm-3,65,V ugm-3,94,V ugm-3,4,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-06-17,40,V ugm-3,36,V ugm-3,53,V ugm-3,107,V ugm-3,7,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-06-18,26,V ugm-3,40,V ugm-3,55,V ugm-3,101,V ugm-3,5,V ugm-3,No data,,23,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-06-19,70,V ugm-3,7,V ugm-3,45,V ugm-3,55,V ugm-3,3,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-06-20,37,V ugm-3,27,V ugm-3,39,V ugm-3,67,V ugm-3,5,V ugm-3,No data,,12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-06-21,44,V ugm-3,10,V ugm-3,33,V ugm-3,42,V ugm-3,5,V ugm-3,No data,,18,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2016-06-22,37,V ugm-3,27,V ugm-3,46,V ugm-3,74,V ugm-3,4,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-06-23,32,V ugm-3,40,V ugm-3,56,V ugm-3,106,V ugm-3,5,V ugm-3,No data,,28,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-06-24,51,V ugm-3,14,V ugm-3,28,V ugm-3,44,V ugm-3,4,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-06-25,49,V ugm-3,36,V ugm-3,64,V ugm-3,120,V ugm-3,4,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-06-26,52,V ugm-3,62,V ugm-3,39,V ugm-3,134,V ugm-3,3,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-06-27,38,V ugm-3,66,V ugm-3,46,V ugm-3,141,V ugm-3,4,V ugm-3,No data,,18,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-06-28,56,V ugm-3,31,V ugm-3,47,V ugm-3,93,V ugm-3,6,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-06-29,38,V ugm-3,11,V ugm-3,24,V ugm-3,40,V ugm-3,5,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-06-30,48,V ugm-3,12,V ugm-3,37,V ugm-3,55,V ugm-3,3,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-07-01,53,V ugm-3,8,V ugm-3,36,V ugm-3,49,V ugm-3,2,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-07-02,45,V ugm-3,11,V ugm-3,41,V ugm-3,46,V ugm-3,3,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-07-03,56,V ugm-3,6,V ugm-3,27,V ugm-3,30,V ugm-3,2,V ugm-3,No data,,15,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2016-07-04,49,V ugm-3,36,V ugm-3,43,V ugm-3,98,V ugm-3,4,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-07-05,45,V ugm-3,42,V ugm-3,60,V ugm-3,110,V ugm-3,4,V ugm-3,No data,,62,V ugm-3 (TEOM FDMS),59,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-07-06,58,V ugm-3,37,V ugm-3,53,V ugm-3,110,V ugm-3,2,V ugm-3,No data,,53,V ugm-3 (TEOM FDMS),50,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-07-07,65,V ugm-3,9,V ugm-3,48,V ugm-3,60,V ugm-3,18,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-07-08,44,V ugm-3,10,V ugm-3,40,V ugm-3,45,V ugm-3,3,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-07-09,32,V ugm-3,5,V ugm-3,28,V ugm-3,31,V ugm-3,3,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-07-10,51,V ugm-3,6,V ugm-3,20,V ugm-3,25,V ugm-3,4,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
