Daily Maximum data	   supplied by UK-air on 07/09/2018
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London N. Kensington",,,,,,,,,,,,,,,,,,,,,,,
Date,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2014-06-09,100,V ugm-3,44,V ugm-3,86,V ugm-3,151,V ugm-3,No data,V ugm-3,0.47,V mgm-3,40,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2014-06-10,78,V ugm-3,11,V ugm-3,41,V ugm-3,53,V ugm-3,No data,V ugm-3,0.31,V mgm-3,20,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2014-06-11,73,V ugm-3,30,V ugm-3,79,V ugm-3,124,V ugm-3,2,V ugm-3,0.4,V mgm-3,24,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2014-06-12,106,V ugm-3,125,V ugm-3,90,V ugm-3,266,V ugm-3,6,V ugm-3,0.56,V mgm-3,37,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2014-06-13,93,V ugm-3,25,V ugm-3,86,V ugm-3,116,V ugm-3,2,V ugm-3,0.44,V mgm-3,30,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2014-06-14,78,V ugm-3,4,V ugm-3,42,V ugm-3,43,V ugm-3,2,V ugm-3,0.28,V mgm-3,28,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2014-06-15,72,V ugm-3,2,V ugm-3,16,V ugm-3,18,V ugm-3,2,V ugm-3,0.2,V mgm-3,14,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2014-06-16,63,V ugm-3,8,V ugm-3,23,V ugm-3,33,V ugm-3,3,V ugm-3,0.21,V mgm-3,16,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2014-06-17,76,V ugm-3,8,V ugm-3,18,V ugm-3,29,V ugm-3,3,V ugm-3,0.2,V mgm-3,26,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2014-06-18,45,V ugm-3,14,V ugm-3,38,V ugm-3,42,V ugm-3,3,V ugm-3,0.25,V mgm-3,18,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2014-06-19,38,V ugm-3,44,V ugm-3,49,V ugm-3,112,V ugm-3,4,V ugm-3,0.35,V mgm-3,36,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2014-06-20,82,V ugm-3,18,V ugm-3,51,V ugm-3,66,V ugm-3,5,V ugm-3,0.28,V mgm-3,20,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2014-06-21,87,V ugm-3,6,V ugm-3,46,V ugm-3,49,V ugm-3,4,V ugm-3,0.28,V mgm-3,26,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2014-06-22,76,V ugm-3,7,V ugm-3,57,V ugm-3,64,V ugm-3,3,V ugm-3,0.27,V mgm-3,28,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2014-06-23,91,V ugm-3,20,V ugm-3,87,V ugm-3,117,V ugm-3,7,V ugm-3,0.44,V mgm-3,30,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2014-06-24,86,V ugm-3,20,V ugm-3,60,V ugm-3,75,V ugm-3,4,V ugm-3,0.36,V mgm-3,31,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2014-06-25,76,V ugm-3,9,V ugm-3,51,V ugm-3,55,V ugm-3,3,V ugm-3,0.22,V mgm-3,16,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-06-26,77,V ugm-3,21,V ugm-3,58,V ugm-3,90,V ugm-3,4,V ugm-3,0.28,V mgm-3,22,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-06-27,67,V ugm-3,6,V ugm-3,27,V ugm-3,35,V ugm-3,2,V ugm-3,0.29,V mgm-3,29,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-06-28,46,V ugm-3,13,V ugm-3,38,V ugm-3,58,V ugm-3,3,V ugm-3,0.38,V mgm-3,20,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-06-29,78,V ugm-3,4,V ugm-3,57,V ugm-3,63,V ugm-3,4,V ugm-3,0.31,V mgm-3,17,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-06-30,77,V ugm-3,25,V ugm-3,64,V ugm-3,96,V ugm-3,5,V ugm-3,0.35,V mgm-3,20,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-07-01,79,V ugm-3,26,V ugm-3,57,V ugm-3,97,V ugm-3,6,V ugm-3,0.29,V mgm-3,18,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2014-07-02,86,V ugm-3,50,V ugm-3,66,V ugm-3,142,V ugm-3,5,V ugm-3,0.38,V mgm-3,23,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2014-07-03,102,V ugm-3,7,V ugm-3,33,V ugm-3,43,V ugm-3,9,V ugm-3,0.24,V mgm-3,24,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2014-07-04,101,V ugm-3,7,V ugm-3,29,V ugm-3,36,V ugm-3,5,V ugm-3,0.27,V mgm-3,22,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2014-07-05,53,V ugm-3,4,V ugm-3,32,V ugm-3,34,V ugm-3,4,V ugm-3,0.42,V mgm-3,16,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2014-07-06,68,V ugm-3,4,V ugm-3,47,V ugm-3,49,V ugm-3,3,V ugm-3,0.32,V mgm-3,20,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2014-07-07,52,V ugm-3,9,V ugm-3,51,V ugm-3,56,V ugm-3,2,V ugm-3,0.33,V mgm-3,20,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2014-07-08,51,V ugm-3,84,V ugm-3,53,V ugm-3,179,V ugm-3,5,V ugm-3,0.47,V mgm-3,26,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2014-07-09,76,V ugm-3,8,V ugm-3,29,V ugm-3,40,V ugm-3,6,V ugm-3,0.31,V mgm-3,30,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2014-07-10,58,V ugm-3,15,V ugm-3,48,V ugm-3,71,V ugm-3,6,V ugm-3,0.31,V mgm-3,25,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2014-07-11,54,V ugm-3,22,V ugm-3,68,V ugm-3,101,V ugm-3,6,V ugm-3,0.49,V mgm-3,33,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2014-07-12,116,V ugm-3,6,V ugm-3,51,V ugm-3,54,V ugm-3,4,V ugm-3,0.37,V mgm-3,26,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2014-07-13,64,V ugm-3,4,V ugm-3,25,V ugm-3,27,V ugm-3,3,V ugm-3,0.31,V mgm-3,17,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2014-07-14,78,V ugm-3,6,V ugm-3,27,V ugm-3,32,V ugm-3,2,V ugm-3,0.25,V mgm-3,20,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2014-07-15,75,V ugm-3,6,V ugm-3,44,V ugm-3,44,V ugm-3,3,V ugm-3,0.33,V mgm-3,18,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2014-07-16,93,V ugm-3,47,V ugm-3,52,V ugm-3,125,V ugm-3,5,V ugm-3,0.41,V mgm-3,29,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2014-07-17,76,V ugm-3,25,V ugm-3,44,V ugm-3,78,V ugm-3,3,V ugm-3,0.32,V mgm-3,24,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2014-07-18,125,V ugm-3,15,V ugm-3,56,V ugm-3,79,V ugm-3,2,V ugm-3,0.46,V mgm-3,40,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),37,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2014-07-19,117,V ugm-3,11,V ugm-3,69,V ugm-3,84,V ugm-3,2,V ugm-3,0.41,V mgm-3,30,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2014-07-20,101,V ugm-3,5,V ugm-3,63,V ugm-3,67,V ugm-3,2,V ugm-3,0.41,V mgm-3,30,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2014-07-21,76,V ugm-3,10,V ugm-3,45,V ugm-3,50,V ugm-3,4,V ugm-3,0.32,V mgm-3,27,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2014-07-22,91,V ugm-3,8,V ugm-3,26,V ugm-3,39,V ugm-3,4,V ugm-3,0.28,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-07-23,117,V ugm-3,5,V ugm-3,32,V ugm-3,35,V ugm-3,3,V ugm-3,0.3,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-07-24,103,V ugm-3,7,V ugm-3,33,V ugm-3,36,V ugm-3,2,V ugm-3,0.29,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-07-25,81,V ugm-3,10,V ugm-3,75,V ugm-3,91,V ugm-3,5,V ugm-3,0.46,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-07-26,118,V ugm-3,6,V ugm-3,92,V ugm-3,100,V ugm-3,4,V ugm-3,0.49,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-07-27,80,V ugm-3,3,V ugm-3,69,V ugm-3,73,V ugm-3,2,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-07-28,77,V ugm-3,9,V ugm-3,31,V ugm-3,45,V ugm-3,2,V ugm-3,0.26,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-07-29,99,V ugm-3,9,V ugm-3,34,V ugm-3,45,V ugm-3,4,V ugm-3,0.25,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-07-30,94,V ugm-3,7,V ugm-3,82,V ugm-3,92,V ugm-3,2,V ugm-3,0.38,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-07-31,85,V ugm-3,12,V ugm-3,40,V ugm-3,55,V ugm-3,4,V ugm-3,0.33,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-01,89,V ugm-3,7,V ugm-3,31,V ugm-3,42,V ugm-3,3,V ugm-3,0.36,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-02,75,V ugm-3,8,V ugm-3,36,V ugm-3,45,V ugm-3,3,V ugm-3,0.33,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-03,82,V ugm-3,2,V ugm-3,25,V ugm-3,26,V ugm-3,2,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-04,78,V ugm-3,22,V ugm-3,44,V ugm-3,78,V ugm-3,3,V ugm-3,0.33,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-05,80,V ugm-3,6,V ugm-3,36,V ugm-3,46,V ugm-3,4,V ugm-3,0.34,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-06,81,V ugm-3,5,V ugm-3,52,V ugm-3,54,V ugm-3,4,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-07,83,V ugm-3,21,V ugm-3,48,V ugm-3,73,V ugm-3,2,V ugm-3,0.4,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-08,72,V ugm-3,56,V ugm-3,71,V ugm-3,157,V ugm-3,4,V ugm-3,0.51,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-09,69,V ugm-3,6,V ugm-3,30,V ugm-3,36,V ugm-3,2,V ugm-3,0.32,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-10,78,V ugm-3,4,V ugm-3,22,V ugm-3,25,V ugm-3,No data,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-11,61,V ugm-3,11,V ugm-3,54,V ugm-3,71,V ugm-3,No data,V ugm-3,0.38,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-12,74,V ugm-3,5,V ugm-3,50,V ugm-3,52,V ugm-3,No data,V ugm-3,0.32,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-13,52,V ugm-3,9,V ugm-3,39,V ugm-3,44,V ugm-3,No data,V ugm-3,0.29,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-14,59,V ugm-3,47,V ugm-3,85,V ugm-3,147,V ugm-3,No data,V ugm-3,0.53,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-15,55,V ugm-3,14,V ugm-3,50,V ugm-3,58,V ugm-3,No data,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-16,77,V ugm-3,18,V ugm-3,54,V ugm-3,82,V ugm-3,No data,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-17,73,V ugm-3,3,V ugm-3,37,V ugm-3,39,V ugm-3,No data,V ugm-3,0.29,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-18,58,V ugm-3,6,V ugm-3,52,V ugm-3,58,V ugm-3,No data,V ugm-3,0.31,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-19,66,V ugm-3,12,V ugm-3,62,V ugm-3,81,V ugm-3,No data,V ugm-3,0.29,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-20,65,V ugm-3,36,V ugm-3,65,V ugm-3,107,V ugm-3,4,V ugm-3,0.33,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-21,65,V ugm-3,56,V ugm-3,55,V ugm-3,138,V ugm-3,5,V ugm-3,0.37,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2014-08-22,71,V ugm-3,7,V ugm-3,43,V ugm-3,47,V ugm-3,4,V ugm-3,0.34,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
