Date,Start hour,Casual hires at terminal
21/02/2018,7,305
21/02/2018,8,636
21/02/2018,9,428
21/02/2018,10,286
21/02/2018,11,272
21/02/2018,12,324
21/02/2018,13,290
21/02/2018,14,341
21/02/2018,15,365
21/02/2018,16,435
21/02/2018,17,610
21/02/2018,18,492
21/02/2018,19,360
21/02/2018,20,270
21/02/2018,21,160
21/02/2018,22,124
21/02/2018,23,112
22/02/2018,0,62
22/02/2018,1,44
22/02/2018,2,26
22/02/2018,3,19
22/02/2018,4,14
22/02/2018,5,27
22/02/2018,6,97
22/02/2018,7,256
22/02/2018,8,588
22/02/2018,9,403
22/02/2018,10,261
22/02/2018,11,243
22/02/2018,12,341
22/02/2018,13,347
22/02/2018,14,341
22/02/2018,15,417
22/02/2018,16,446
22/02/2018,17,617
22/02/2018,18,564
22/02/2018,19,354
22/02/2018,20,221
22/02/2018,21,193
22/02/2018,22,168
22/02/2018,23,96
23/02/2018,0,87
23/02/2018,1,56
23/02/2018,2,28
23/02/2018,3,18
23/02/2018,4,18
23/02/2018,5,21
23/02/2018,6,75
23/02/2018,7,244
23/02/2018,8,591
23/02/2018,9,404
23/02/2018,10,258
23/02/2018,11,332
23/02/2018,12,363
23/02/2018,13,340
23/02/2018,14,285
23/02/2018,15,304
23/02/2018,16,414
23/02/2018,17,556
23/02/2018,18,403
23/02/2018,19,260
23/02/2018,20,186
23/02/2018,21,171
23/02/2018,22,171
23/02/2018,23,158
24/02/2018,0,113
24/02/2018,1,89
24/02/2018,2,75
24/02/2018,3,56
24/02/2018,4,24
24/02/2018,5,28
24/02/2018,6,24
24/02/2018,7,46
24/02/2018,8,163
24/02/2018,9,316
24/02/2018,10,488
24/02/2018,11,667
24/02/2018,12,789
24/02/2018,13,924
24/02/2018,14,1039
24/02/2018,15,926
24/02/2018,16,876
24/02/2018,17,547
24/02/2018,18,366
24/02/2018,19,264
24/02/2018,20,207
24/02/2018,21,164
24/02/2018,22,144
24/02/2018,23,149
25/02/2018,0,135
25/02/2018,1,97
25/02/2018,2,75
25/02/2018,3,90
25/02/2018,4,42
25/02/2018,5,20
25/02/2018,6,18
25/02/2018,7,53
25/02/2018,8,113
25/02/2018,9,208
25/02/2018,10,433
25/02/2018,11,592
25/02/2018,12,866
25/02/2018,13,873
25/02/2018,14,984
25/02/2018,15,754
25/02/2018,16,684
25/02/2018,17,461
25/02/2018,18,261
25/02/2018,19,150
25/02/2018,20,111
25/02/2018,21,91
25/02/2018,22,75
25/02/2018,23,66
26/02/2018,0,33
26/02/2018,1,21
26/02/2018,2,11
26/02/2018,3,14
26/02/2018,4,11
26/02/2018,5,16
26/02/2018,6,68
26/02/2018,7,195
26/02/2018,8,337
26/02/2018,9,234
26/02/2018,10,134
26/02/2018,11,142
26/02/2018,12,135
26/02/2018,13,139
26/02/2018,14,148
26/02/2018,15,185
26/02/2018,16,261
26/02/2018,17,377
26/02/2018,18,362
26/02/2018,19,182
26/02/2018,20,131
26/02/2018,21,99
26/02/2018,22,94
26/02/2018,23,41
27/02/2018,0,21
27/02/2018,1,19
27/02/2018,2,9
27/02/2018,3,9
27/02/2018,4,5
27/02/2018,5,17
27/02/2018,6,57
27/02/2018,7,213
27/02/2018,8,457
27/02/2018,9,325
27/02/2018,10,173
27/02/2018,11,172
27/02/2018,12,180
27/02/2018,13,164
27/02/2018,14,107
27/02/2018,15,125
27/02/2018,16,175
27/02/2018,17,325
27/02/2018,18,297
27/02/2018,19,157
27/02/2018,20,118
27/02/2018,21,71
27/02/2018,22,65
27/02/2018,23,36
28/02/2018,0,33
28/02/2018,1,12
28/02/2018,2,6
28/02/2018,3,4
28/02/2018,4,10
28/02/2018,5,11
28/02/2018,6,39
28/02/2018,7,111
28/02/2018,8,328
28/02/2018,9,215
28/02/2018,10,114
28/02/2018,11,53
28/02/2018,12,68
28/02/2018,13,61
28/02/2018,14,70
28/02/2018,15,101
28/02/2018,16,117
28/02/2018,17,129
28/02/2018,18,129
28/02/2018,19,87
28/02/2018,20,41
28/02/2018,21,44
28/02/2018,22,39
28/02/2018,23,18
01/03/2018,0,27
01/03/2018,1,16
01/03/2018,2,9
01/03/2018,3,7
01/03/2018,4,4
01/03/2018,5,12
01/03/2018,6,26
01/03/2018,7,63
01/03/2018,8,158
01/03/2018,9,114
01/03/2018,10,53
01/03/2018,11,40
01/03/2018,12,58
01/03/2018,13,51
01/03/2018,14,82
01/03/2018,15,78
01/03/2018,16,92
01/03/2018,17,134
01/03/2018,18,159
01/03/2018,19,111
01/03/2018,20,54
01/03/2018,21,47
01/03/2018,22,59
01/03/2018,23,31
02/03/2018,0,23
02/03/2018,1,12
02/03/2018,2,9
02/03/2018,3,11
02/03/2018,4,4
02/03/2018,5,9
02/03/2018,6,25
02/03/2018,7,75
02/03/2018,8,233
02/03/2018,9,148
02/03/2018,10,88
02/03/2018,11,70
02/03/2018,12,86
02/03/2018,13,101
02/03/2018,14,69
02/03/2018,15,65
02/03/2018,16,74
02/03/2018,17,104
02/03/2018,18,70
02/03/2018,19,82
02/03/2018,20,59
02/03/2018,21,31
02/03/2018,22,35
02/03/2018,23,47
03/03/2018,0,32
03/03/2018,1,40
03/03/2018,2,57
03/03/2018,3,45
03/03/2018,4,19
03/03/2018,5,24
03/03/2018,6,14
03/03/2018,7,21
03/03/2018,8,49
03/03/2018,9,102
03/03/2018,10,127
03/03/2018,11,200
03/03/2018,12,241
03/03/2018,13,249
03/03/2018,14,270
03/03/2018,15,241
03/03/2018,16,311
03/03/2018,17,238
03/03/2018,18,110
03/03/2018,19,109
03/03/2018,20,90
03/03/2018,21,96
03/03/2018,22,114
03/03/2018,23,88
04/03/2018,0,80
04/03/2018,1,84
04/03/2018,2,64
04/03/2018,3,86
04/03/2018,4,79
04/03/2018,5,26
04/03/2018,6,25
04/03/2018,7,45
04/03/2018,8,79
04/03/2018,9,198
04/03/2018,10,362
04/03/2018,11,381
04/03/2018,12,436
04/03/2018,13,383
04/03/2018,14,445
04/03/2018,15,481
04/03/2018,16,458
04/03/2018,17,342
04/03/2018,18,258
04/03/2018,19,201
04/03/2018,20,142
04/03/2018,21,114
04/03/2018,22,111
04/03/2018,23,67
05/03/2018,0,50
05/03/2018,1,45
05/03/2018,2,21
05/03/2018,3,20
05/03/2018,4,16
05/03/2018,5,22
05/03/2018,6,85
05/03/2018,7,220
05/03/2018,8,576
05/03/2018,9,382
05/03/2018,10,267
05/03/2018,11,314
05/03/2018,12,334
05/03/2018,13,352
05/03/2018,14,368
05/03/2018,15,358
05/03/2018,16,413
05/03/2018,17,535
05/03/2018,18,517
05/03/2018,19,339
05/03/2018,20,243
05/03/2018,21,144
05/03/2018,22,105
05/03/2018,23,74
06/03/2018,0,51
06/03/2018,1,36
06/03/2018,2,11
06/03/2018,3,18
06/03/2018,4,22
06/03/2018,5,24
06/03/2018,6,82
06/03/2018,7,287
06/03/2018,8,605
06/03/2018,9,406
06/03/2018,10,289
06/03/2018,11,265
06/03/2018,12,304
06/03/2018,13,280
06/03/2018,14,239
06/03/2018,15,252
06/03/2018,16,411
06/03/2018,17,633
06/03/2018,18,644
06/03/2018,19,425
06/03/2018,20,245
06/03/2018,21,174
06/03/2018,22,139
06/03/2018,23,71
07/03/2018,0,60
07/03/2018,1,39
07/03/2018,2,52
07/03/2018,3,21
07/03/2018,4,14
07/03/2018,5,15
07/03/2018,6,63
07/03/2018,7,190
07/03/2018,8,281
07/03/2018,9,207
07/03/2018,10,175
07/03/2018,11,207
07/03/2018,12,291
07/03/2018,13,349
07/03/2018,14,348
07/03/2018,15,398
07/03/2018,16,465
07/03/2018,17,620
07/03/2018,18,614
07/03/2018,19,371
07/03/2018,20,216
07/03/2018,21,183
07/03/2018,22,165
07/03/2018,23,119
08/03/2018,0,44
08/03/2018,1,51
08/03/2018,2,15
08/03/2018,3,9
08/03/2018,4,12
08/03/2018,5,18
08/03/2018,6,70
08/03/2018,7,285
08/03/2018,8,666
08/03/2018,9,444
08/03/2018,10,258
08/03/2018,11,273
08/03/2018,12,317
08/03/2018,13,357
08/03/2018,14,356
08/03/2018,15,378
08/03/2018,16,516
08/03/2018,17,665
08/03/2018,18,606
08/03/2018,19,381
08/03/2018,20,239
08/03/2018,21,191
08/03/2018,22,147
08/03/2018,23,125
09/03/2018,0,72
09/03/2018,1,59
09/03/2018,2,31
09/03/2018,3,24
09/03/2018,4,26
09/03/2018,5,21
09/03/2018,6,79
09/03/2018,7,272
09/03/2018,8,626
09/03/2018,9,436
09/03/2018,10,337
09/03/2018,11,340
09/03/2018,12,415
09/03/2018,13,352
09/03/2018,14,320
09/03/2018,15,195
09/03/2018,16,173
09/03/2018,17,236
09/03/2018,18,222
09/03/2018,19,126
09/03/2018,20,88
09/03/2018,21,59
09/03/2018,22,120
09/03/2018,23,128
10/03/2018,0,129
10/03/2018,1,98
10/03/2018,2,114
10/03/2018,3,88
10/03/2018,4,37
10/03/2018,5,24
10/03/2018,6,44
10/03/2018,7,86
10/03/2018,8,199
10/03/2018,9,338
10/03/2018,10,474
10/03/2018,11,652
10/03/2018,12,836
10/03/2018,13,853
10/03/2018,14,866
10/03/2018,15,995
10/03/2018,16,1011
10/03/2018,17,772
10/03/2018,18,624
10/03/2018,19,491
10/03/2018,20,393
10/03/2018,21,291
10/03/2018,22,236
10/03/2018,23,231
11/03/2018,0,301
11/03/2018,1,197
11/03/2018,2,114
11/03/2018,3,92
11/03/2018,4,80
11/03/2018,5,36
11/03/2018,6,37
11/03/2018,7,60
11/03/2018,8,142
11/03/2018,9,311
11/03/2018,10,607
11/03/2018,11,751
11/03/2018,12,912
11/03/2018,13,912
11/03/2018,14,910
11/03/2018,15,921
11/03/2018,16,963
11/03/2018,17,557
11/03/2018,18,337
11/03/2018,19,195
11/03/2018,20,201
11/03/2018,21,145
11/03/2018,22,102
11/03/2018,23,80
12/03/2018,0,75
12/03/2018,1,53
12/03/2018,2,28
12/03/2018,3,19
12/03/2018,4,20
12/03/2018,5,26
12/03/2018,6,74
12/03/2018,7,229
12/03/2018,8,451
12/03/2018,9,339
12/03/2018,10,126
12/03/2018,11,74
12/03/2018,12,101
12/03/2018,13,168
12/03/2018,14,153
12/03/2018,15,211
12/03/2018,16,280
12/03/2018,17,463
12/03/2018,18,430
12/03/2018,19,260
12/03/2018,20,189
12/03/2018,21,136
12/03/2018,22,115
12/03/2018,23,102
13/03/2018,0,52
13/03/2018,1,24
13/03/2018,2,22
13/03/2018,3,14
13/03/2018,4,7
13/03/2018,5,26
13/03/2018,6,119
13/03/2018,7,293
13/03/2018,8,695
13/03/2018,9,391
13/03/2018,10,315
13/03/2018,11,287
13/03/2018,12,371
13/03/2018,13,310
13/03/2018,14,401
13/03/2018,15,418
13/03/2018,16,464
13/03/2018,17,696
13/03/2018,18,713
13/03/2018,19,424
13/03/2018,20,262
13/03/2018,21,229
13/03/2018,22,155
13/03/2018,23,66
14/03/2018,0,91
14/03/2018,1,65
14/03/2018,2,34
14/03/2018,3,11
14/03/2018,4,13
14/03/2018,5,26
14/03/2018,6,99
14/03/2018,7,320
14/03/2018,8,703
14/03/2018,9,465
14/03/2018,10,285
14/03/2018,11,372
14/03/2018,12,429
14/03/2018,13,473
14/03/2018,14,478
14/03/2018,15,476
14/03/2018,16,567
14/03/2018,17,819
14/03/2018,18,730
14/03/2018,19,391
14/03/2018,20,268
14/03/2018,21,200
14/03/2018,22,160
14/03/2018,23,120
15/03/2018,0,52
15/03/2018,1,26
15/03/2018,2,26
15/03/2018,3,16
15/03/2018,4,11
15/03/2018,5,19
15/03/2018,6,73
15/03/2018,7,218
15/03/2018,8,510
15/03/2018,9,398
15/03/2018,10,240
15/03/2018,11,268
15/03/2018,12,328
15/03/2018,13,296
15/03/2018,14,328
15/03/2018,15,453
15/03/2018,16,502
15/03/2018,17,842
15/03/2018,18,732
15/03/2018,19,416
15/03/2018,20,282
15/03/2018,21,221
15/03/2018,22,214
15/03/2018,23,162
16/03/2018,0,114
16/03/2018,1,71
16/03/2018,2,55
16/03/2018,3,22
16/03/2018,4,27
16/03/2018,5,33
16/03/2018,6,94
16/03/2018,7,274
16/03/2018,8,682
16/03/2018,9,521
16/03/2018,10,380
16/03/2018,11,453
16/03/2018,12,654
16/03/2018,13,641
16/03/2018,14,638
16/03/2018,15,793
16/03/2018,16,819
16/03/2018,17,841
16/03/2018,18,711
16/03/2018,19,489
16/03/2018,20,302
16/03/2018,21,257
16/03/2018,22,206
16/03/2018,23,235
17/03/2018,0,163
17/03/2018,1,126
17/03/2018,2,87
17/03/2018,3,53
17/03/2018,4,38
17/03/2018,5,21
17/03/2018,6,21
17/03/2018,7,42
17/03/2018,8,85
17/03/2018,9,114
17/03/2018,10,165
17/03/2018,11,224
17/03/2018,12,270
17/03/2018,13,245
17/03/2018,14,251
17/03/2018,15,207
17/03/2018,16,201
17/03/2018,17,216
17/03/2018,18,132
17/03/2018,19,121
17/03/2018,20,64
17/03/2018,21,56
17/03/2018,22,61
17/03/2018,23,70
18/03/2018,0,78
18/03/2018,1,50
18/03/2018,2,52
18/03/2018,3,24
18/03/2018,4,20
18/03/2018,5,22
18/03/2018,6,10
18/03/2018,7,17
18/03/2018,8,52
18/03/2018,9,90
18/03/2018,10,156
18/03/2018,11,221
18/03/2018,12,270
18/03/2018,13,237
18/03/2018,14,224
18/03/2018,15,220
18/03/2018,16,183
18/03/2018,17,110
18/03/2018,18,66
18/03/2018,19,64
18/03/2018,20,49
18/03/2018,21,40
18/03/2018,22,30
18/03/2018,23,21
19/03/2018,0,29
19/03/2018,1,23
19/03/2018,2,10
19/03/2018,3,12
19/03/2018,4,7
19/03/2018,5,16
19/03/2018,6,49
19/03/2018,7,152
19/03/2018,8,403
19/03/2018,9,256
19/03/2018,10,120
19/03/2018,11,125
19/03/2018,12,163
19/03/2018,13,183
19/03/2018,14,196
19/03/2018,15,251
19/03/2018,16,334
19/03/2018,17,450
19/03/2018,18,414
19/03/2018,19,259
19/03/2018,20,179
19/03/2018,21,110
19/03/2018,22,84
19/03/2018,23,53
20/03/2018,0,37
20/03/2018,1,43
20/03/2018,2,27
20/03/2018,3,7
20/03/2018,4,14
20/03/2018,5,26
20/03/2018,6,85
20/03/2018,7,234
20/03/2018,8,541
20/03/2018,9,307
20/03/2018,10,183
20/03/2018,11,247
20/03/2018,12,264
20/03/2018,13,274
20/03/2018,14,312
20/03/2018,15,348
20/03/2018,16,372
20/03/2018,17,581
20/03/2018,18,527
20/03/2018,19,322
20/03/2018,20,199
20/03/2018,21,140
20/03/2018,22,123
20/03/2018,23,73
21/03/2018,0,70
21/03/2018,1,36
21/03/2018,2,13
21/03/2018,3,23
21/03/2018,4,12
21/03/2018,5,29
21/03/2018,6,102
21/03/2018,7,271
21/03/2018,8,635
21/03/2018,9,450
21/03/2018,10,290
21/03/2018,11,323
21/03/2018,12,361
21/03/2018,13,417
21/03/2018,14,451
21/03/2018,15,529
21/03/2018,16,542
21/03/2018,17,761
21/03/2018,18,635
21/03/2018,19,355
21/03/2018,20,264
21/03/2018,21,208
21/03/2018,22,181
21/03/2018,23,133
22/03/2018,0,12
22/03/2018,2,2
22/03/2018,3,25
22/03/2018,4,19
22/03/2018,5,34
22/03/2018,6,99
22/03/2018,7,304
22/03/2018,8,652
22/03/2018,9,511
22/03/2018,10,343
22/03/2018,11,328
22/03/2018,12,356
22/03/2018,13,374
22/03/2018,14,384
22/03/2018,15,467
22/03/2018,16,511
22/03/2018,17,761
22/03/2018,18,650
22/03/2018,19,370
22/03/2018,20,233
22/03/2018,21,208
22/03/2018,22,164
22/03/2018,23,132
23/03/2018,0,123
23/03/2018,1,64
23/03/2018,2,26
23/03/2018,3,20
23/03/2018,4,20
23/03/2018,5,30
23/03/2018,6,87
23/03/2018,7,289
23/03/2018,8,615
23/03/2018,9,448
23/03/2018,10,302
23/03/2018,11,380
23/03/2018,12,514
23/03/2018,13,540
23/03/2018,14,516
23/03/2018,15,623
23/03/2018,16,687
23/03/2018,17,838
23/03/2018,18,681
23/03/2018,19,428
23/03/2018,20,306
23/03/2018,21,258
23/03/2018,22,229
23/03/2018,23,183
24/03/2018,0,143
24/03/2018,1,87
24/03/2018,2,85
24/03/2018,3,40
24/03/2018,4,27
24/03/2018,5,21
24/03/2018,6,37
24/03/2018,7,71
24/03/2018,8,114
24/03/2018,9,308
24/03/2018,10,497
24/03/2018,11,716
24/03/2018,12,887
24/03/2018,13,895
24/03/2018,14,1022
24/03/2018,15,1021
24/03/2018,16,954
24/03/2018,17,817
24/03/2018,18,746
24/03/2018,19,429
24/03/2018,20,359
24/03/2018,21,291
24/03/2018,22,271
24/03/2018,23,251
25/03/2018,0,203
25/03/2018,2,233
25/03/2018,3,128
25/03/2018,4,82
25/03/2018,5,76
25/03/2018,6,42
25/03/2018,7,57
25/03/2018,8,99
25/03/2018,9,311
25/03/2018,10,484
25/03/2018,11,686
25/03/2018,12,977
25/03/2018,13,1061
25/03/2018,14,1178
25/03/2018,15,1262
25/03/2018,16,1160
25/03/2018,17,1220
25/03/2018,18,749
25/03/2018,19,580
25/03/2018,20,354
25/03/2018,21,300
25/03/2018,22,252
25/03/2018,23,165
26/03/2018,0,115
26/03/2018,1,58
26/03/2018,2,50
26/03/2018,3,22
26/03/2018,4,17
26/03/2018,5,17
26/03/2018,6,85
26/03/2018,7,249
26/03/2018,8,628
26/03/2018,9,456
26/03/2018,10,411
26/03/2018,11,530
26/03/2018,12,604
26/03/2018,13,564
26/03/2018,14,575
26/03/2018,15,524
26/03/2018,16,691
26/03/2018,17,987
26/03/2018,18,1003
26/03/2018,19,631
26/03/2018,20,342
26/03/2018,21,280
26/03/2018,22,254
26/03/2018,23,122
27/03/2018,0,83
27/03/2018,1,76
27/03/2018,2,27
27/03/2018,3,17
27/03/2018,4,10
27/03/2018,5,20
27/03/2018,6,47
27/03/2018,7,128
27/03/2018,8,308
27/03/2018,9,271
27/03/2018,10,244
27/03/2018,11,248
27/03/2018,12,292
27/03/2018,13,333
27/03/2018,14,403
27/03/2018,15,415
27/03/2018,16,473
27/03/2018,17,792
27/03/2018,18,780
27/03/2018,19,487
27/03/2018,20,326
27/03/2018,21,189
27/03/2018,22,203
27/03/2018,23,107
28/03/2018,0,107
28/03/2018,1,52
28/03/2018,2,27
28/03/2018,3,9
28/03/2018,4,18
28/03/2018,5,33
28/03/2018,6,73
28/03/2018,7,118
28/03/2018,8,217
28/03/2018,9,139
28/03/2018,10,70
28/03/2018,11,70
28/03/2018,12,69
28/03/2018,13,77
28/03/2018,14,93
28/03/2018,15,192
28/03/2018,16,359
28/03/2018,17,682
28/03/2018,18,652
28/03/2018,19,314
28/03/2018,20,212
28/03/2018,21,201
28/03/2018,22,147
28/03/2018,23,109
29/03/2018,0,82
29/03/2018,1,57
29/03/2018,2,28
29/03/2018,3,20
29/03/2018,4,21
29/03/2018,5,29
29/03/2018,6,80
29/03/2018,7,252
29/03/2018,8,614
29/03/2018,9,425
29/03/2018,10,341
29/03/2018,11,425
29/03/2018,12,375
29/03/2018,13,374
29/03/2018,14,267
29/03/2018,15,125
29/03/2018,16,178
29/03/2018,17,368
29/03/2018,18,446
29/03/2018,19,325
29/03/2018,20,198
29/03/2018,21,173
29/03/2018,22,161
29/03/2018,23,171
30/03/2018,0,149
30/03/2018,1,193
30/03/2018,2,115
30/03/2018,3,88
30/03/2018,4,98
30/03/2018,5,36
30/03/2018,6,41
30/03/2018,7,73
30/03/2018,8,101
30/03/2018,9,223
30/03/2018,10,345
30/03/2018,11,326
30/03/2018,12,138
30/03/2018,13,97
30/03/2018,14,72
30/03/2018,15,59
30/03/2018,16,85
30/03/2018,17,70
30/03/2018,18,110
30/03/2018,19,102
30/03/2018,20,110
30/03/2018,21,104
30/03/2018,22,116
30/03/2018,23,122
31/03/2018,0,86
31/03/2018,1,70
31/03/2018,2,85
31/03/2018,3,57
31/03/2018,4,42
31/03/2018,5,22
31/03/2018,6,26
31/03/2018,7,62
31/03/2018,8,112
31/03/2018,9,260
31/03/2018,10,399
31/03/2018,11,427
31/03/2018,12,310
31/03/2018,13,412
31/03/2018,14,475
31/03/2018,15,612
31/03/2018,16,701
31/03/2018,17,640
31/03/2018,18,320
31/03/2018,19,306
31/03/2018,20,201
31/03/2018,21,184
31/03/2018,22,135
31/03/2018,23,113
01/04/2018,0,110
01/04/2018,1,109
01/04/2018,2,92
01/04/2018,3,70
01/04/2018,4,33
01/04/2018,5,45
01/04/2018,6,31
01/04/2018,7,51
01/04/2018,8,87
01/04/2018,9,250
01/04/2018,10,498
01/04/2018,11,696
01/04/2018,12,782
01/04/2018,13,793
01/04/2018,14,907
01/04/2018,15,895
01/04/2018,16,821
01/04/2018,17,935
01/04/2018,18,740
01/04/2018,19,506
01/04/2018,20,320
01/04/2018,21,209
01/04/2018,22,82
01/04/2018,23,39
02/04/2018,0,51
02/04/2018,1,29
02/04/2018,2,31
02/04/2018,3,17
02/04/2018,4,18
02/04/2018,5,6
02/04/2018,6,18
02/04/2018,7,33
02/04/2018,8,75
02/04/2018,9,123
02/04/2018,10,285
02/04/2018,11,365
02/04/2018,12,235
02/04/2018,13,147
02/04/2018,14,204
02/04/2018,15,232
02/04/2018,16,316
02/04/2018,17,433
02/04/2018,18,356
02/04/2018,19,312
02/04/2018,20,202
02/04/2018,21,205
02/04/2018,22,164
02/04/2018,23,122
03/04/2018,0,93
03/04/2018,1,57
03/04/2018,2,29
03/04/2018,3,18
03/04/2018,4,14
03/04/2018,5,31
03/04/2018,6,72
03/04/2018,7,194
03/04/2018,8,377
03/04/2018,9,301
03/04/2018,10,253
03/04/2018,11,277
03/04/2018,12,321
03/04/2018,13,380
03/04/2018,14,507
03/04/2018,15,597
03/04/2018,16,586
03/04/2018,17,747
03/04/2018,18,832
03/04/2018,19,551
03/04/2018,20,313
03/04/2018,21,250
03/04/2018,22,192
03/04/2018,23,124
04/04/2018,0,105
04/04/2018,1,57
04/04/2018,2,35
04/04/2018,3,26
04/04/2018,4,23
04/04/2018,5,18
04/04/2018,6,95
04/04/2018,7,282
04/04/2018,8,634
04/04/2018,9,420
04/04/2018,10,302
04/04/2018,11,339
04/04/2018,12,375
04/04/2018,13,303
04/04/2018,14,341
04/04/2018,15,323
04/04/2018,16,420
04/04/2018,17,547
04/04/2018,18,542
04/04/2018,19,460
04/04/2018,20,293
04/04/2018,21,217
04/04/2018,22,207
04/04/2018,23,129
05/04/2018,0,85
05/04/2018,1,68
05/04/2018,2,34
05/04/2018,3,27
05/04/2018,4,14
05/04/2018,5,24
05/04/2018,6,76
05/04/2018,7,307
05/04/2018,8,634
05/04/2018,9,522
05/04/2018,10,401
05/04/2018,11,575
05/04/2018,12,705
05/04/2018,13,729
05/04/2018,14,807
05/04/2018,15,992
05/04/2018,16,1088
05/04/2018,17,1362
05/04/2018,18,1210
05/04/2018,19,647
05/04/2018,20,401
05/04/2018,21,264
05/04/2018,22,195
05/04/2018,23,167
06/04/2018,0,89
06/04/2018,1,58
06/04/2018,2,30
06/04/2018,3,24
06/04/2018,4,18
06/04/2018,5,42
06/04/2018,6,105
06/04/2018,7,286
06/04/2018,8,645
06/04/2018,9,482
06/04/2018,10,453
06/04/2018,11,550
06/04/2018,12,747
06/04/2018,13,845
06/04/2018,14,903
06/04/2018,15,1121
06/04/2018,16,1146
06/04/2018,17,1502
06/04/2018,18,1383
06/04/2018,19,952
06/04/2018,20,558
06/04/2018,21,390
06/04/2018,22,369
06/04/2018,23,307
07/04/2018,0,238
07/04/2018,1,238
07/04/2018,2,154
07/04/2018,3,138
07/04/2018,4,48
07/04/2018,5,44
07/04/2018,6,54
07/04/2018,7,79
07/04/2018,8,192
07/04/2018,9,399
07/04/2018,10,634
07/04/2018,11,1071
07/04/2018,12,1385
07/04/2018,13,1354
07/04/2018,14,1435
07/04/2018,15,1473
07/04/2018,16,1538
07/04/2018,17,1665
07/04/2018,18,1308
07/04/2018,19,976
07/04/2018,20,592
07/04/2018,21,323
07/04/2018,22,316
07/04/2018,23,365
08/04/2018,0,295
08/04/2018,1,230
08/04/2018,2,131
08/04/2018,3,156
08/04/2018,4,61
08/04/2018,5,24
08/04/2018,6,30
08/04/2018,7,46
08/04/2018,8,96
08/04/2018,9,183
08/04/2018,10,276
08/04/2018,11,450
08/04/2018,12,315
08/04/2018,13,168
08/04/2018,14,301
08/04/2018,15,336
08/04/2018,16,254
08/04/2018,17,321
08/04/2018,18,393
08/04/2018,19,350
08/04/2018,20,174
08/04/2018,21,157
08/04/2018,22,98
08/04/2018,23,67
09/04/2018,0,62
09/04/2018,1,67
09/04/2018,2,25
09/04/2018,3,20
09/04/2018,4,23
09/04/2018,5,21
09/04/2018,6,68
09/04/2018,7,130
09/04/2018,8,255
09/04/2018,9,195
09/04/2018,10,135
09/04/2018,11,75
09/04/2018,12,126
09/04/2018,13,254
09/04/2018,14,270
09/04/2018,15,217
09/04/2018,16,337
09/04/2018,17,558
09/04/2018,18,522
09/04/2018,19,254
09/04/2018,20,179
09/04/2018,21,95
09/04/2018,22,103
09/04/2018,23,67
10/04/2018,0,43
10/04/2018,1,16
10/04/2018,2,7
10/04/2018,3,1
10/04/2018,4,17
10/04/2018,5,21
10/04/2018,6,78
10/04/2018,7,247
10/04/2018,8,499
10/04/2018,9,346
10/04/2018,10,226
10/04/2018,11,316
10/04/2018,12,341
10/04/2018,13,423
10/04/2018,14,511
10/04/2018,15,587
10/04/2018,16,637
10/04/2018,17,932
10/04/2018,18,873
10/04/2018,19,586
10/04/2018,20,380
10/04/2018,21,269
10/04/2018,22,200
10/04/2018,23,110
11/04/2018,0,83
11/04/2018,1,52
11/04/2018,2,19
11/04/2018,3,14
11/04/2018,4,13
11/04/2018,5,15
11/04/2018,6,64
11/04/2018,7,214
11/04/2018,8,497
11/04/2018,9,342
11/04/2018,10,246
11/04/2018,11,292
11/04/2018,12,382
11/04/2018,13,418
11/04/2018,14,474
11/04/2018,15,549
11/04/2018,16,627
11/04/2018,17,811
11/04/2018,18,806
11/04/2018,19,501
11/04/2018,20,339
11/04/2018,21,257
11/04/2018,22,181
11/04/2018,23,148
12/04/2018,0,114
12/04/2018,1,48
12/04/2018,2,37
12/04/2018,3,21
12/04/2018,4,19
12/04/2018,5,24
12/04/2018,6,92
12/04/2018,7,306
12/04/2018,8,604
12/04/2018,9,424
12/04/2018,10,261
12/04/2018,11,312
12/04/2018,12,438
12/04/2018,13,404
12/04/2018,14,441
12/04/2018,15,520
12/04/2018,16,579
12/04/2018,17,846
12/04/2018,18,734
12/04/2018,19,437
12/04/2018,20,294
12/04/2018,21,222
12/04/2018,22,219
12/04/2018,23,144
13/04/2018,0,126
13/04/2018,1,68
13/04/2018,2,54
13/04/2018,3,33
13/04/2018,4,29
13/04/2018,5,13
13/04/2018,6,101
13/04/2018,7,292
13/04/2018,8,631
13/04/2018,9,551
13/04/2018,10,341
13/04/2018,11,406
13/04/2018,12,497
13/04/2018,13,492
13/04/2018,14,548
13/04/2018,15,635
13/04/2018,16,688
13/04/2018,17,979
13/04/2018,18,839
13/04/2018,19,615
13/04/2018,20,466
13/04/2018,21,322
13/04/2018,22,278
13/04/2018,23,248
14/04/2018,0,232
14/04/2018,1,207
14/04/2018,2,164
14/04/2018,3,80
14/04/2018,4,66
14/04/2018,5,43
14/04/2018,6,39
14/04/2018,7,92
14/04/2018,8,234
14/04/2018,9,506
14/04/2018,10,951
14/04/2018,11,1415
14/04/2018,12,1940
14/04/2018,13,2161
14/04/2018,14,2243
14/04/2018,15,2412
14/04/2018,16,2341
14/04/2018,17,2108
14/04/2018,18,1780
14/04/2018,19,1246
14/04/2018,20,733
14/04/2018,21,484
14/04/2018,22,474
14/04/2018,23,427
15/04/2018,0,304
15/04/2018,1,190
15/04/2018,2,206
15/04/2018,3,168
15/04/2018,4,89
