Date,Start hour,Member hires made through the app
26/03/2017,12,119
26/03/2017,13,151
26/03/2017,14,158
26/03/2017,15,155
26/03/2017,16,134
26/03/2017,17,147
26/03/2017,18,89
26/03/2017,19,77
26/03/2017,20,43
26/03/2017,21,28
26/03/2017,22,24
26/03/2017,23,24
27/03/2017,0,9
27/03/2017,1,3
27/03/2017,2,3
27/03/2017,3,1
27/03/2017,4,1
27/03/2017,5,16
27/03/2017,6,84
27/03/2017,7,216
27/03/2017,8,432
27/03/2017,9,209
27/03/2017,10,75
27/03/2017,11,86
27/03/2017,12,86
27/03/2017,13,95
27/03/2017,14,121
27/03/2017,15,116
27/03/2017,16,168
27/03/2017,17,404
27/03/2017,18,420
27/03/2017,19,197
27/03/2017,20,103
27/03/2017,21,57
27/03/2017,22,42
27/03/2017,23,7
28/03/2017,0,11
28/03/2017,1,3
28/03/2017,2,1
28/03/2017,3,2
28/03/2017,4,3
28/03/2017,5,16
28/03/2017,6,90
28/03/2017,7,266
28/03/2017,8,512
28/03/2017,9,259
28/03/2017,10,83
28/03/2017,11,92
28/03/2017,12,107
28/03/2017,13,128
28/03/2017,14,84
28/03/2017,15,128
28/03/2017,16,151
28/03/2017,17,407
28/03/2017,18,403
28/03/2017,19,227
28/03/2017,20,128
28/03/2017,21,82
28/03/2017,22,58
28/03/2017,23,14
29/03/2017,0,6
29/03/2017,1,5
29/03/2017,2,2
29/03/2017,3,2
29/03/2017,5,19
29/03/2017,6,90
29/03/2017,7,267
29/03/2017,8,496
29/03/2017,9,237
29/03/2017,10,108
29/03/2017,11,78
29/03/2017,12,107
29/03/2017,13,103
29/03/2017,14,96
29/03/2017,15,108
29/03/2017,16,134
29/03/2017,17,347
29/03/2017,18,337
29/03/2017,19,186
29/03/2017,20,126
29/03/2017,21,59
29/03/2017,22,53
29/03/2017,23,33
30/03/2017,0,12
30/03/2017,1,3
30/03/2017,2,3
30/03/2017,3,2
30/03/2017,4,1
30/03/2017,5,18
30/03/2017,6,99
30/03/2017,7,270
30/03/2017,8,524
30/03/2017,9,220
30/03/2017,10,106
30/03/2017,11,77
30/03/2017,12,140
30/03/2017,13,126
30/03/2017,14,110
30/03/2017,15,137
30/03/2017,16,154
30/03/2017,17,390
30/03/2017,18,383
30/03/2017,19,209
30/03/2017,20,113
30/03/2017,21,90
30/03/2017,22,83
30/03/2017,23,50
31/03/2017,0,28
31/03/2017,1,10
31/03/2017,2,2
31/03/2017,3,2
31/03/2017,4,1
31/03/2017,5,18
31/03/2017,6,68
31/03/2017,7,257
31/03/2017,8,462
31/03/2017,9,244
31/03/2017,10,105
31/03/2017,11,69
31/03/2017,12,150
31/03/2017,13,107
31/03/2017,14,88
31/03/2017,15,98
31/03/2017,16,142
31/03/2017,17,302
31/03/2017,18,315
31/03/2017,19,157
31/03/2017,20,79
31/03/2017,21,55
31/03/2017,22,54
31/03/2017,23,50
01/04/2017,0,35
01/04/2017,1,19
01/04/2017,2,13
01/04/2017,3,13
01/04/2017,4,9
01/04/2017,5,7
01/04/2017,6,9
01/04/2017,7,17
01/04/2017,8,57
01/04/2017,9,92
01/04/2017,10,138
01/04/2017,11,149
01/04/2017,12,178
01/04/2017,13,162
01/04/2017,14,145
01/04/2017,15,134
01/04/2017,16,137
01/04/2017,17,151
01/04/2017,18,155
01/04/2017,19,85
01/04/2017,20,65
01/04/2017,21,43
01/04/2017,22,35
01/04/2017,23,29
02/04/2017,0,27
02/04/2017,1,15
02/04/2017,2,11
02/04/2017,3,8
02/04/2017,4,2
02/04/2017,5,7
02/04/2017,6,4
02/04/2017,7,21
02/04/2017,8,30
02/04/2017,9,53
02/04/2017,10,109
02/04/2017,11,127
02/04/2017,12,127
02/04/2017,13,168
02/04/2017,14,181
02/04/2017,15,162
02/04/2017,16,125
02/04/2017,17,124
02/04/2017,18,126
02/04/2017,19,81
02/04/2017,20,76
02/04/2017,21,30
02/04/2017,22,29
02/04/2017,23,19
03/04/2017,0,9
03/04/2017,1,7
03/04/2017,2,1
03/04/2017,3,2
03/04/2017,5,14
03/04/2017,6,87
03/04/2017,7,223
03/04/2017,8,362
03/04/2017,9,153
03/04/2017,10,85
03/04/2017,11,61
03/04/2017,12,95
03/04/2017,13,89
03/04/2017,14,90
03/04/2017,15,68
03/04/2017,16,163
03/04/2017,17,374
03/04/2017,18,252
03/04/2017,19,133
03/04/2017,20,47
03/04/2017,21,25
03/04/2017,22,30
03/04/2017,23,14
04/04/2017,0,7
04/04/2017,1,5
04/04/2017,2,2
04/04/2017,3,1
04/04/2017,5,4
04/04/2017,6,50
04/04/2017,7,264
04/04/2017,8,440
04/04/2017,9,165
04/04/2017,10,34
04/04/2017,11,36
04/04/2017,12,111
04/04/2017,13,108
04/04/2017,14,90
04/04/2017,15,45
04/04/2017,16,107
04/04/2017,17,335
04/04/2017,18,212
04/04/2017,19,123
04/04/2017,20,73
04/04/2017,21,48
04/04/2017,22,46
04/04/2017,23,21
05/04/2017,0,12
05/04/2017,1,1
05/04/2017,2,2
05/04/2017,3,1
05/04/2017,4,2
05/04/2017,5,7
05/04/2017,6,79
05/04/2017,7,288
05/04/2017,8,520
05/04/2017,9,244
05/04/2017,10,117
05/04/2017,11,63
05/04/2017,12,135
05/04/2017,13,124
05/04/2017,14,112
05/04/2017,15,111
05/04/2017,16,149
05/04/2017,17,351
05/04/2017,18,390
05/04/2017,19,249
05/04/2017,20,96
05/04/2017,21,80
05/04/2017,22,71
05/04/2017,23,28
06/04/2017,0,18
06/04/2017,1,1
06/04/2017,2,1
06/04/2017,3,3
06/04/2017,5,17
06/04/2017,6,80
06/04/2017,7,304
06/04/2017,8,446
06/04/2017,9,240
06/04/2017,10,108
06/04/2017,11,109
06/04/2017,12,103
06/04/2017,13,114
06/04/2017,14,113
06/04/2017,15,138
06/04/2017,16,153
06/04/2017,17,401
06/04/2017,18,397
06/04/2017,19,230
06/04/2017,20,137
06/04/2017,21,80
06/04/2017,22,66
06/04/2017,23,50
07/04/2017,0,25
07/04/2017,1,4
07/04/2017,2,4
07/04/2017,3,1
07/04/2017,4,3
07/04/2017,5,8
07/04/2017,6,89
07/04/2017,7,263
07/04/2017,8,470
07/04/2017,9,246
07/04/2017,10,108
07/04/2017,11,86
07/04/2017,12,116
07/04/2017,13,125
07/04/2017,14,95
07/04/2017,15,104
07/04/2017,16,164
07/04/2017,17,366
07/04/2017,18,302
07/04/2017,19,191
07/04/2017,20,88
07/04/2017,21,72
07/04/2017,22,54
07/04/2017,23,56
08/04/2017,0,29
08/04/2017,1,19
08/04/2017,2,11
08/04/2017,3,10
08/04/2017,4,7
08/04/2017,5,11
08/04/2017,6,9
08/04/2017,7,29
08/04/2017,8,61
08/04/2017,9,119
08/04/2017,10,158
08/04/2017,11,158
08/04/2017,12,180
08/04/2017,13,209
08/04/2017,14,230
08/04/2017,15,207
08/04/2017,16,177
08/04/2017,17,183
08/04/2017,18,176
08/04/2017,19,125
08/04/2017,20,97
08/04/2017,21,51
08/04/2017,22,50
08/04/2017,23,41
09/04/2017,0,52
09/04/2017,1,27
09/04/2017,2,9
09/04/2017,3,4
09/04/2017,4,3
09/04/2017,5,5
09/04/2017,6,13
09/04/2017,7,22
09/04/2017,8,41
09/04/2017,9,66
09/04/2017,10,134
09/04/2017,11,144
09/04/2017,12,203
09/04/2017,13,234
09/04/2017,14,201
09/04/2017,15,201
09/04/2017,16,224
09/04/2017,17,208
09/04/2017,18,166
09/04/2017,19,129
09/04/2017,20,83
09/04/2017,21,52
09/04/2017,22,36
09/04/2017,23,24
10/04/2017,0,10
10/04/2017,1,3
10/04/2017,2,4
10/04/2017,3,4
10/04/2017,4,1
10/04/2017,5,17
10/04/2017,6,90
10/04/2017,7,280
10/04/2017,8,501
10/04/2017,9,241
10/04/2017,10,88
10/04/2017,11,68
10/04/2017,12,88
10/04/2017,13,118
10/04/2017,14,77
10/04/2017,15,97
10/04/2017,16,134
10/04/2017,17,355
10/04/2017,18,413
10/04/2017,19,223
10/04/2017,20,145
10/04/2017,21,61
10/04/2017,22,41
10/04/2017,23,11
11/04/2017,0,9
11/04/2017,1,6
11/04/2017,2,3
11/04/2017,3,5
11/04/2017,4,2
11/04/2017,5,22
11/04/2017,6,112
11/04/2017,7,328
11/04/2017,8,533
11/04/2017,9,223
11/04/2017,10,99
11/04/2017,11,70
11/04/2017,12,129
11/04/2017,13,92
11/04/2017,14,78
11/04/2017,15,108
11/04/2017,16,169
11/04/2017,17,433
11/04/2017,18,384
11/04/2017,19,248
11/04/2017,20,124
11/04/2017,21,87
11/04/2017,22,60
11/04/2017,23,23
12/04/2017,0,11
12/04/2017,1,5
12/04/2017,2,5
12/04/2017,3,2
12/04/2017,4,1
12/04/2017,5,16
12/04/2017,6,91
12/04/2017,7,306
12/04/2017,8,461
12/04/2017,9,230
12/04/2017,10,111
12/04/2017,11,99
12/04/2017,12,135
12/04/2017,13,109
12/04/2017,14,105
12/04/2017,15,101
12/04/2017,16,186
12/04/2017,17,398
12/04/2017,18,401
12/04/2017,19,236
12/04/2017,20,135
12/04/2017,21,82
12/04/2017,22,75
12/04/2017,23,25
13/04/2017,0,15
13/04/2017,1,3
13/04/2017,2,5
13/04/2017,3,1
13/04/2017,5,17
13/04/2017,6,92
13/04/2017,7,268
13/04/2017,8,492
13/04/2017,9,216
13/04/2017,10,86
13/04/2017,11,77
13/04/2017,12,132
13/04/2017,13,109
13/04/2017,14,97
13/04/2017,15,137
13/04/2017,16,189
13/04/2017,17,317
13/04/2017,18,285
13/04/2017,19,183
13/04/2017,20,115
13/04/2017,21,64
13/04/2017,22,60
13/04/2017,23,47
14/04/2017,0,25
14/04/2017,1,13
14/04/2017,2,8
14/04/2017,3,7
14/04/2017,4,6
14/04/2017,5,8
14/04/2017,6,18
14/04/2017,7,34
14/04/2017,8,52
14/04/2017,9,71
14/04/2017,10,81
14/04/2017,11,104
14/04/2017,12,109
14/04/2017,13,116
14/04/2017,14,116
14/04/2017,15,125
14/04/2017,16,107
14/04/2017,17,101
14/04/2017,18,96
14/04/2017,19,78
14/04/2017,20,54
14/04/2017,21,42
14/04/2017,22,34
14/04/2017,23,19
15/04/2017,0,16
15/04/2017,1,11
15/04/2017,2,14
15/04/2017,3,8
15/04/2017,5,3
15/04/2017,6,6
15/04/2017,7,18
15/04/2017,8,30
15/04/2017,9,51
15/04/2017,10,75
15/04/2017,11,82
15/04/2017,12,104
15/04/2017,13,112
15/04/2017,14,111
15/04/2017,15,116
15/04/2017,16,123
15/04/2017,17,96
15/04/2017,18,103
15/04/2017,19,85
15/04/2017,20,60
15/04/2017,21,32
15/04/2017,22,30
15/04/2017,23,35
16/04/2017,0,10
16/04/2017,1,11
16/04/2017,2,10
16/04/2017,3,4
16/04/2017,4,3
16/04/2017,5,2
16/04/2017,6,7
16/04/2017,7,14
16/04/2017,8,26
16/04/2017,9,48
16/04/2017,10,76
16/04/2017,11,99
16/04/2017,12,92
16/04/2017,13,110
16/04/2017,14,89
16/04/2017,15,84
16/04/2017,16,78
16/04/2017,17,55
16/04/2017,18,61
16/04/2017,19,73
16/04/2017,20,41
16/04/2017,21,23
16/04/2017,22,27
16/04/2017,23,20
17/04/2017,0,5
17/04/2017,1,5
17/04/2017,2,10
17/04/2017,3,7
17/04/2017,4,4
17/04/2017,5,4
17/04/2017,6,9
17/04/2017,7,10
17/04/2017,8,29
17/04/2017,9,54
17/04/2017,10,59
17/04/2017,11,94
17/04/2017,12,90
17/04/2017,13,109
17/04/2017,14,131
17/04/2017,15,97
17/04/2017,16,110
17/04/2017,17,105
17/04/2017,18,96
17/04/2017,19,81
17/04/2017,20,60
17/04/2017,21,40
17/04/2017,22,27
17/04/2017,23,19
18/04/2017,0,11
18/04/2017,1,3
18/04/2017,2,5
18/04/2017,3,2
18/04/2017,4,3
18/04/2017,5,16
18/04/2017,6,104
18/04/2017,7,271
18/04/2017,8,494
18/04/2017,9,204
18/04/2017,10,80
18/04/2017,11,75
18/04/2017,12,111
18/04/2017,13,98
18/04/2017,14,99
18/04/2017,15,102
18/04/2017,16,167
18/04/2017,17,361
18/04/2017,18,443
18/04/2017,19,185
18/04/2017,20,130
18/04/2017,21,70
18/04/2017,22,40
18/04/2017,23,20
19/04/2017,0,15
19/04/2017,1,9
19/04/2017,2,4
19/04/2017,4,2
19/04/2017,5,21
19/04/2017,6,108
19/04/2017,7,320
19/04/2017,8,514
19/04/2017,9,223
19/04/2017,10,86
19/04/2017,11,107
19/04/2017,12,116
19/04/2017,13,130
19/04/2017,14,103
19/04/2017,15,122
19/04/2017,16,195
19/04/2017,17,366
19/04/2017,18,381
19/04/2017,19,239
19/04/2017,20,84
19/04/2017,21,72
19/04/2017,22,38
19/04/2017,23,21
20/04/2017,0,6
20/04/2017,1,6
20/04/2017,3,2
20/04/2017,4,2
20/04/2017,5,15
20/04/2017,6,100
20/04/2017,7,303
20/04/2017,8,521
20/04/2017,9,274
20/04/2017,10,87
20/04/2017,11,86
20/04/2017,12,112
20/04/2017,13,121
20/04/2017,14,97
20/04/2017,15,116
20/04/2017,16,154
20/04/2017,17,405
20/04/2017,18,402
20/04/2017,19,220
20/04/2017,20,126
20/04/2017,21,92
20/04/2017,22,72
20/04/2017,23,37
21/04/2017,0,18
21/04/2017,1,8
21/04/2017,2,5
21/04/2017,3,3
21/04/2017,4,1
21/04/2017,5,18
21/04/2017,6,87
21/04/2017,7,265
21/04/2017,8,455
21/04/2017,9,266
21/04/2017,10,105
21/04/2017,11,70
21/04/2017,12,129
21/04/2017,13,115
21/04/2017,14,94
21/04/2017,15,106
21/04/2017,16,199
21/04/2017,17,339
21/04/2017,18,260
21/04/2017,19,166
21/04/2017,20,92
21/04/2017,21,60
21/04/2017,22,47
21/04/2017,23,43
22/04/2017,0,27
22/04/2017,1,20
22/04/2017,2,13
22/04/2017,3,7
22/04/2017,4,4
22/04/2017,5,8
22/04/2017,6,18
22/04/2017,7,31
22/04/2017,8,65
22/04/2017,9,116
22/04/2017,10,133
22/04/2017,11,166
22/04/2017,12,152
22/04/2017,13,176
22/04/2017,14,188
22/04/2017,15,174
22/04/2017,16,192
22/04/2017,17,186
22/04/2017,18,131
22/04/2017,19,128
22/04/2017,20,77
22/04/2017,21,45
22/04/2017,22,40
22/04/2017,23,34
23/04/2017,0,33
23/04/2017,1,25
23/04/2017,2,15
23/04/2017,3,8
23/04/2017,5,6
23/04/2017,6,8
23/04/2017,7,19
23/04/2017,8,47
23/04/2017,9,87
23/04/2017,10,113
23/04/2017,11,115
23/04/2017,12,194
23/04/2017,13,168
23/04/2017,14,206
23/04/2017,15,174
23/04/2017,16,180
23/04/2017,17,154
23/04/2017,18,169
23/04/2017,19,108
23/04/2017,20,68
23/04/2017,21,56
23/04/2017,22,42
23/04/2017,23,18
24/04/2017,0,12
24/04/2017,1,6
24/04/2017,2,3
24/04/2017,3,3
24/04/2017,4,5
24/04/2017,5,11
24/04/2017,6,106
24/04/2017,7,304
24/04/2017,8,539
24/04/2017,9,243
24/04/2017,10,94
24/04/2017,11,73
24/04/2017,12,105
24/04/2017,13,94
24/04/2017,14,91
24/04/2017,15,75
24/04/2017,16,159
24/04/2017,17,415
24/04/2017,18,337
24/04/2017,19,200
24/04/2017,20,129
24/04/2017,21,59
24/04/2017,22,38
24/04/2017,23,27
25/04/2017,0,7
25/04/2017,1,1
25/04/2017,2,3
25/04/2017,3,2
25/04/2017,4,6
25/04/2017,5,20
25/04/2017,6,114
25/04/2017,7,329
25/04/2017,8,523
25/04/2017,9,262
25/04/2017,10,114
25/04/2017,11,111
25/04/2017,12,119
25/04/2017,13,151
25/04/2017,14,95
25/04/2017,15,134
25/04/2017,16,199
25/04/2017,17,382
25/04/2017,18,410
25/04/2017,19,244
25/04/2017,20,137
25/04/2017,21,80
25/04/2017,22,69
25/04/2017,23,41
26/04/2017,0,12
26/04/2017,1,3
26/04/2017,2,2
26/04/2017,3,1
26/04/2017,5,15
26/04/2017,6,110
26/04/2017,7,284
26/04/2017,8,535
26/04/2017,9,210
26/04/2017,10,95
26/04/2017,11,76
26/04/2017,12,116
26/04/2017,13,111
26/04/2017,14,86
26/04/2017,15,86
26/04/2017,16,138
26/04/2017,17,362
26/04/2017,18,403
26/04/2017,19,207
26/04/2017,20,140
26/04/2017,21,87
26/04/2017,22,51
26/04/2017,23,32
27/04/2017,0,16
27/04/2017,1,5
27/04/2017,2,3
27/04/2017,4,4
27/04/2017,5,10
27/04/2017,6,108
27/04/2017,7,281
27/04/2017,8,518
27/04/2017,9,234
27/04/2017,10,98
27/04/2017,11,111
27/04/2017,12,100
27/04/2017,13,119
27/04/2017,14,99
27/04/2017,15,93
27/04/2017,16,130
27/04/2017,17,236
27/04/2017,18,207
27/04/2017,19,137
27/04/2017,20,109
27/04/2017,21,73
27/04/2017,22,58
27/04/2017,23,31
28/04/2017,0,20
28/04/2017,1,8
28/04/2017,2,4
28/04/2017,3,1
28/04/2017,4,1
28/04/2017,5,16
28/04/2017,6,78
28/04/2017,7,236
28/04/2017,8,466
28/04/2017,9,297
28/04/2017,10,104
28/04/2017,11,98
28/04/2017,12,138
28/04/2017,13,100
28/04/2017,14,120
28/04/2017,15,123
28/04/2017,16,195
28/04/2017,17,319
28/04/2017,18,272
28/04/2017,19,175
28/04/2017,20,86
28/04/2017,21,45
28/04/2017,22,48
28/04/2017,23,36
29/04/2017,0,26
29/04/2017,1,23
29/04/2017,2,9
29/04/2017,3,10
29/04/2017,4,7
29/04/2017,5,6
29/04/2017,6,9
29/04/2017,7,28
29/04/2017,8,61
29/04/2017,9,103
29/04/2017,10,123
29/04/2017,11,152
29/04/2017,12,149
29/04/2017,13,140
29/04/2017,14,152
29/04/2017,15,163
29/04/2017,16,132
29/04/2017,17,140
29/04/2017,18,129
29/04/2017,19,114
29/04/2017,20,81
29/04/2017,21,54
29/04/2017,22,45
29/04/2017,23,46
30/04/2017,0,36
30/04/2017,1,17
30/04/2017,2,15
30/04/2017,3,6
30/04/2017,4,7
30/04/2017,5,4
30/04/2017,6,13
30/04/2017,7,33
30/04/2017,8,43
30/04/2017,9,67
30/04/2017,10,112
30/04/2017,11,125
30/04/2017,12,140
30/04/2017,13,155
30/04/2017,14,174
30/04/2017,15,141
30/04/2017,16,134
30/04/2017,17,120
30/04/2017,18,109
30/04/2017,19,88
30/04/2017,20,64
30/04/2017,21,38
30/04/2017,22,26
30/04/2017,23,28
01/05/2017,0,13
01/05/2017,1,10
01/05/2017,2,9
01/05/2017,3,5
01/05/2017,4,3
01/05/2017,5,9
01/05/2017,6,15
01/05/2017,7,27
01/05/2017,8,52
01/05/2017,9,71
01/05/2017,10,89
01/05/2017,11,73
01/05/2017,12,115
01/05/2017,13,121
01/05/2017,14,101
01/05/2017,15,100
01/05/2017,16,100
01/05/2017,17,120
01/05/2017,18,97
01/05/2017,19,95
01/05/2017,20,68
01/05/2017,21,32
01/05/2017,22,28
01/05/2017,23,22
02/05/2017,0,7
02/05/2017,1,3
02/05/2017,2,5
02/05/2017,3,2
02/05/2017,4,2
02/05/2017,5,17
02/05/2017,6,114
02/05/2017,7,288
02/05/2017,8,518
02/05/2017,9,248
02/05/2017,10,113
02/05/2017,11,102
02/05/2017,12,110
02/05/2017,13,117
02/05/2017,14,105
02/05/2017,15,113
02/05/2017,16,173
02/05/2017,17,462
02/05/2017,18,388
02/05/2017,19,201
02/05/2017,20,138
02/05/2017,21,92
02/05/2017,22,49
02/05/2017,23,25
03/05/2017,0,14
03/05/2017,1,4
03/05/2017,2,3
03/05/2017,3,1
03/05/2017,4,4
03/05/2017,5,20
03/05/2017,6,140
03/05/2017,7,334
03/05/2017,8,543
03/05/2017,9,181
03/05/2017,10,74
03/05/2017,11,56
03/05/2017,12,103
03/05/2017,13,94
03/05/2017,14,97
03/05/2017,15,93
03/05/2017,16,166
03/05/2017,17,263
03/05/2017,18,284
03/05/2017,19,210
03/05/2017,20,106
03/05/2017,21,88
03/05/2017,22,64
03/05/2017,23,35
04/05/2017,0,2
04/05/2017,3,4
04/05/2017,4,1
04/05/2017,5,13
04/05/2017,6,121
04/05/2017,7,318
04/05/2017,8,597
04/05/2017,9,267
04/05/2017,10,101
04/05/2017,11,88
04/05/2017,12,117
04/05/2017,13,103
04/05/2017,14,119
04/05/2017,15,116
04/05/2017,16,165
04/05/2017,17,393
04/05/2017,18,411
04/05/2017,19,233
04/05/2017,20,152
04/05/2017,21,95
04/05/2017,22,57
04/05/2017,23,36
05/05/2017,0,17
05/05/2017,1,7
05/05/2017,2,7
05/05/2017,3,3
05/05/2017,5,17
05/05/2017,6,99
05/05/2017,7,295
05/05/2017,8,521
05/05/2017,9,268
05/05/2017,10,111
05/05/2017,11,90
05/05/2017,12,135
05/05/2017,13,107
05/05/2017,14,99
05/05/2017,15,119
05/05/2017,16,203
05/05/2017,17,356
05/05/2017,18,298
05/05/2017,19,175
05/05/2017,20,69
05/05/2017,21,48
05/05/2017,22,45
05/05/2017,23,45
06/05/2017,0,44
06/05/2017,1,14
06/05/2017,2,12
06/05/2017,3,11
06/05/2017,4,5
06/05/2017,5,3
06/05/2017,6,8
06/05/2017,7,21
06/05/2017,8,67
06/05/2017,9,113
06/05/2017,10,136
06/05/2017,11,131
06/05/2017,12,149
06/05/2017,13,164
06/05/2017,14,159
06/05/2017,15,161
06/05/2017,16,193
06/05/2017,17,157
06/05/2017,18,155
06/05/2017,19,131
06/05/2017,20,76
06/05/2017,21,48
06/05/2017,22,44
06/05/2017,23,29
07/05/2017,0,24
07/05/2017,1,16
07/05/2017,2,9
07/05/2017,3,4
07/05/2017,4,6
07/05/2017,5,3
07/05/2017,6,14
07/05/2017,7,16
07/05/2017,8,42
07/05/2017,9,93
07/05/2017,10,114
07/05/2017,11,128
07/05/2017,12,152
07/05/2017,13,156
07/05/2017,14,161
07/05/2017,15,177
07/05/2017,16,185
07/05/2017,17,193
07/05/2017,18,208
07/05/2017,19,113
07/05/2017,20,73
07/05/2017,21,59
07/05/2017,22,32
07/05/2017,23,26
08/05/2017,0,10
08/05/2017,1,4
08/05/2017,2,3
08/05/2017,3,2
08/05/2017,5,17
08/05/2017,6,105
08/05/2017,7,298
08/05/2017,8,498
08/05/2017,9,232
08/05/2017,10,90
08/05/2017,11,88
08/05/2017,12,102
08/05/2017,13,101
08/05/2017,14,79
08/05/2017,15,124
08/05/2017,16,160
08/05/2017,17,420
08/05/2017,18,432
08/05/2017,19,255
08/05/2017,20,130
08/05/2017,21,97
08/05/2017,22,58
08/05/2017,23,16
09/05/2017,0,8
09/05/2017,1,7
09/05/2017,2,1
09/05/2017,3,2
09/05/2017,5,17
09/05/2017,6,129
09/05/2017,7,367
09/05/2017,8,497
09/05/2017,9,232
09/05/2017,10,96
09/05/2017,11,93
09/05/2017,12,141
09/05/2017,13,112
09/05/2017,14,97
09/05/2017,15,118
09/05/2017,16,197
09/05/2017,17,444
09/05/2017,18,468
09/05/2017,19,248
09/05/2017,20,145
09/05/2017,21,102
09/05/2017,22,85
09/05/2017,23,28
10/05/2017,0,18
10/05/2017,1,10
10/05/2017,2,7
10/05/2017,3,5
10/05/2017,4,2
10/05/2017,5,16
10/05/2017,6,131
10/05/2017,7,353
10/05/2017,8,568
10/05/2017,9,263
10/05/2017,10,115
10/05/2017,11,92
10/05/2017,12,157
10/05/2017,13,121
10/05/2017,14,134
10/05/2017,15,112
10/05/2017,16,219
10/05/2017,17,448
10/05/2017,18,472
10/05/2017,19,300
10/05/2017,20,144
10/05/2017,21,114
10/05/2017,22,83
10/05/2017,23,36
11/05/2017,0,19
11/05/2017,1,7
11/05/2017,2,2
11/05/2017,3,7
11/05/2017,4,3
11/05/2017,5,12
11/05/2017,6,132
11/05/2017,7,323
11/05/2017,8,565
11/05/2017,9,267
11/05/2017,10,109
11/05/2017,11,79
11/05/2017,12,137
11/05/2017,13,143
11/05/2017,14,109
11/05/2017,15,128
11/05/2017,16,180
11/05/2017,17,436
11/05/2017,18,443
11/05/2017,19,269
11/05/2017,20,138
11/05/2017,21,88
11/05/2017,22,39
11/05/2017,23,30
12/05/2017,0,11
12/05/2017,1,9
12/05/2017,2,6
12/05/2017,3,3
12/05/2017,4,4
12/05/2017,5,10
12/05/2017,6,80
12/05/2017,7,232
12/05/2017,8,492
12/05/2017,9,299
12/05/2017,10,119
12/05/2017,11,96
12/05/2017,12,135
12/05/2017,13,96
12/05/2017,14,123
12/05/2017,15,134
12/05/2017,16,212
12/05/2017,17,400
12/05/2017,18,392
12/05/2017,19,207
12/05/2017,20,131
12/05/2017,21,63
12/05/2017,22,57
12/05/2017,23,40
13/05/2017,0,34
13/05/2017,1,17
13/05/2017,2,14
13/05/2017,3,7
13/05/2017,4,7
13/05/2017,5,7
13/05/2017,6,13
13/05/2017,7,38
13/05/2017,8,54
13/05/2017,9,100
13/05/2017,10,134
13/05/2017,11,140
13/05/2017,12,171
13/05/2017,13,157
13/05/2017,14,139
13/05/2017,15,178
13/05/2017,16,140
13/05/2017,17,181
13/05/2017,18,146
13/05/2017,19,151
13/05/2017,20,83
13/05/2017,21,66
13/05/2017,22,38
13/05/2017,23,52
14/05/2017,0,47
14/05/2017,1,25
14/05/2017,2,21
14/05/2017,3,12
14/05/2017,4,7
14/05/2017,5,2
14/05/2017,6,8
14/05/2017,7,14
14/05/2017,8,32
14/05/2017,9,96
14/05/2017,10,121
14/05/2017,11,169
14/05/2017,12,204
14/05/2017,13,164
14/05/2017,14,181
14/05/2017,15,186
14/05/2017,16,196
14/05/2017,17,147
14/05/2017,18,99
14/05/2017,19,110
14/05/2017,20,90
14/05/2017,21,58
14/05/2017,22,39
14/05/2017,23,23
15/05/2017,0,16
15/05/2017,1,3
15/05/2017,2,5
15/05/2017,3,4
15/05/2017,4,2
15/05/2017,5,21
15/05/2017,6,89
15/05/2017,7,274
15/05/2017,8,359
15/05/2017,9,150
15/05/2017,10,54
15/05/2017,11,59
15/05/2017,12,89
15/05/2017,13,111
15/05/2017,14,101
15/05/2017,15,120
15/05/2017,16,181
15/05/2017,17,453
15/05/2017,18,452
15/05/2017,19,154
15/05/2017,20,109
15/05/2017,21,67
15/05/2017,22,65
15/05/2017,23,36
16/05/2017,0,21
16/05/2017,1,7
16/05/2017,2,2
16/05/2017,3,3
16/05/2017,4,3
16/05/2017,5,21
16/05/2017,6,125
16/05/2017,7,352
16/05/2017,8,575
16/05/2017,9,286
16/05/2017,10,105
16/05/2017,11,119
16/05/2017,12,170
16/05/2017,13,144
16/05/2017,14,143
16/05/2017,15,149
16/05/2017,16,218
16/05/2017,17,490
16/05/2017,18,443
16/05/2017,19,274
16/05/2017,20,138
16/05/2017,21,54
16/05/2017,22,50
16/05/2017,23,40
17/05/2017,0,10
17/05/2017,1,5
17/05/2017,5,9
17/05/2017,6,86
17/05/2017,7,287
17/05/2017,8,527
17/05/2017,9,199
17/05/2017,10,86
17/05/2017,11,43
17/05/2017,12,68
17/05/2017,13,90
17/05/2017,14,82
17/05/2017,15,73
17/05/2017,16,75
17/05/2017,17,146
17/05/2017,18,129
17/05/2017,19,76
17/05/2017,20,41
17/05/2017,21,52
17/05/2017,22,39
17/05/2017,23,29
18/05/2017,0,15
18/05/2017,1,3
18/05/2017,2,4
18/05/2017,3,4
18/05/2017,5,22
18/05/2017,6,122
18/05/2017,7,335
18/05/2017,8,614
18/05/2017,9,286
18/05/2017,10,122
18/05/2017,11,102
18/05/2017,12,120
18/05/2017,13,134
18/05/2017,14,137
18/05/2017,15,75
18/05/2017,16,74
18/05/2017,17,128
18/05/2017,18,144
18/05/2017,19,75
18/05/2017,20,48
18/05/2017,21,40
18/05/2017,22,24
18/05/2017,23,21
19/05/2017,0,9
19/05/2017,1,3
19/05/2017,2,2
19/05/2017,3,2
19/05/2017,4,3
19/05/2017,5,16
19/05/2017,6,58
