Date,Start hour,Member hires made through the app
05/12/2015,8,22
05/12/2015,9,49
05/12/2015,10,44
05/12/2015,11,65
05/12/2015,12,94
05/12/2015,13,69
05/12/2015,14,60
05/12/2015,15,62
05/12/2015,16,53
05/12/2015,17,60
05/12/2015,18,56
05/12/2015,19,56
05/12/2015,20,18
05/12/2015,21,22
05/12/2015,22,24
05/12/2015,23,15
06/12/2015,0,23
06/12/2015,1,21
06/12/2015,2,10
06/12/2015,3,10
06/12/2015,4,5
06/12/2015,5,5
06/12/2015,6,3
06/12/2015,7,4
06/12/2015,8,14
06/12/2015,9,29
06/12/2015,10,40
06/12/2015,11,63
06/12/2015,12,82
06/12/2015,13,52
06/12/2015,14,63
06/12/2015,15,90
06/12/2015,16,54
06/12/2015,17,49
06/12/2015,18,62
06/12/2015,19,32
06/12/2015,20,28
06/12/2015,21,27
06/12/2015,22,18
06/12/2015,23,15
07/12/2015,0,7
07/12/2015,1,2
07/12/2015,4,1
07/12/2015,5,9
07/12/2015,6,45
07/12/2015,7,139
07/12/2015,8,333
07/12/2015,9,126
07/12/2015,10,79
07/12/2015,11,53
07/12/2015,12,53
07/12/2015,13,76
07/12/2015,14,58
07/12/2015,15,62
07/12/2015,16,82
07/12/2015,17,216
07/12/2015,18,220
07/12/2015,19,130
07/12/2015,20,86
07/12/2015,21,55
07/12/2015,22,38
07/12/2015,23,14
08/12/2015,0,11
08/12/2015,1,2
08/12/2015,2,3
08/12/2015,4,1
08/12/2015,5,10
08/12/2015,6,38
08/12/2015,7,120
08/12/2015,8,235
08/12/2015,9,114
08/12/2015,10,66
08/12/2015,11,63
08/12/2015,12,46
08/12/2015,13,63
08/12/2015,14,57
08/12/2015,15,55
08/12/2015,16,96
08/12/2015,17,213
08/12/2015,18,213
08/12/2015,19,128
08/12/2015,20,86
08/12/2015,21,48
08/12/2015,22,50
08/12/2015,23,21
09/12/2015,0,11
09/12/2015,1,1
09/12/2015,2,1
09/12/2015,3,3
09/12/2015,4,7
09/12/2015,5,5
09/12/2015,6,53
09/12/2015,7,155
09/12/2015,8,328
09/12/2015,9,167
09/12/2015,10,65
09/12/2015,11,68
09/12/2015,12,101
09/12/2015,13,80
09/12/2015,14,61
09/12/2015,15,66
09/12/2015,16,94
09/12/2015,17,218
09/12/2015,18,215
09/12/2015,19,123
09/12/2015,20,85
09/12/2015,21,48
09/12/2015,22,53
09/12/2015,23,36
10/12/2015,0,18
10/12/2015,1,8
10/12/2015,2,5
10/12/2015,3,3
10/12/2015,4,4
10/12/2015,5,4
10/12/2015,6,48
10/12/2015,7,144
10/12/2015,8,320
10/12/2015,9,159
10/12/2015,10,66
10/12/2015,11,41
10/12/2015,12,63
10/12/2015,13,77
10/12/2015,14,64
10/12/2015,15,61
10/12/2015,16,93
10/12/2015,17,166
10/12/2015,18,141
10/12/2015,19,78
10/12/2015,20,35
10/12/2015,21,23
10/12/2015,22,12
10/12/2015,23,29
11/12/2015,0,19
11/12/2015,1,14
11/12/2015,2,8
11/12/2015,3,9
11/12/2015,4,6
11/12/2015,5,4
11/12/2015,6,32
11/12/2015,7,105
11/12/2015,8,265
11/12/2015,9,157
11/12/2015,10,65
11/12/2015,11,56
11/12/2015,12,74
11/12/2015,13,86
11/12/2015,14,50
11/12/2015,15,47
11/12/2015,16,85
11/12/2015,17,165
11/12/2015,18,140
11/12/2015,19,82
11/12/2015,20,40
11/12/2015,21,1
11/12/2015,23,20
12/12/2015,0,28
12/12/2015,1,18
12/12/2015,2,17
12/12/2015,3,9
12/12/2015,5,3
12/12/2015,6,2
12/12/2015,7,8
12/12/2015,8,31
12/12/2015,9,51
12/12/2015,10,69
12/12/2015,11,78
12/12/2015,12,84
12/12/2015,13,90
12/12/2015,14,67
12/12/2015,15,73
12/12/2015,16,65
12/12/2015,17,59
12/12/2015,18,57
12/12/2015,19,46
12/12/2015,20,36
12/12/2015,21,19
12/12/2015,22,27
12/12/2015,23,29
13/12/2015,0,22
13/12/2015,1,7
13/12/2015,2,5
13/12/2015,3,4
13/12/2015,4,3
13/12/2015,5,1
13/12/2015,6,1
13/12/2015,7,2
13/12/2015,8,11
13/12/2015,9,22
13/12/2015,10,29
13/12/2015,11,33
13/12/2015,12,43
13/12/2015,13,57
13/12/2015,14,66
13/12/2015,15,63
13/12/2015,16,59
13/12/2015,17,59
13/12/2015,18,51
13/12/2015,19,45
13/12/2015,20,21
13/12/2015,21,22
13/12/2015,22,19
13/12/2015,23,14
14/12/2015,0,6
14/12/2015,1,1
14/12/2015,2,1
14/12/2015,3,1
14/12/2015,4,3
14/12/2015,5,13
14/12/2015,6,48
14/12/2015,7,135
14/12/2015,8,290
14/12/2015,9,127
14/12/2015,10,60
14/12/2015,11,52
14/12/2015,12,52
14/12/2015,13,76
14/12/2015,14,42
14/12/2015,15,56
14/12/2015,16,73
14/12/2015,17,200
14/12/2015,18,218
14/12/2015,19,129
14/12/2015,20,69
14/12/2015,21,10
14/12/2015,23,7
15/12/2015,0,11
15/12/2015,1,2
15/12/2015,2,4
15/12/2015,3,2
15/12/2015,4,2
15/12/2015,5,11
15/12/2015,6,44
15/12/2015,7,148
15/12/2015,8,317
15/12/2015,9,156
15/12/2015,10,74
15/12/2015,11,43
15/12/2015,12,75
15/12/2015,13,65
15/12/2015,14,43
15/12/2015,15,48
15/12/2015,16,69
15/12/2015,17,90
15/12/2015,18,122
15/12/2015,19,68
15/12/2015,20,56
15/12/2015,21,33
15/12/2015,22,32
15/12/2015,23,32
16/12/2015,0,13
16/12/2015,1,6
16/12/2015,3,1
16/12/2015,4,2
16/12/2015,5,8
16/12/2015,6,49
16/12/2015,7,133
16/12/2015,8,313
16/12/2015,9,178
16/12/2015,10,75
16/12/2015,11,58
16/12/2015,12,68
16/12/2015,13,65
16/12/2015,14,55
16/12/2015,15,61
16/12/2015,16,95
16/12/2015,17,198
16/12/2015,18,182
16/12/2015,19,119
16/12/2015,20,71
16/12/2015,21,46
16/12/2015,22,61
16/12/2015,23,46
17/12/2015,0,19
17/12/2015,1,11
17/12/2015,2,9
17/12/2015,3,3
17/12/2015,4,2
17/12/2015,5,12
17/12/2015,6,36
17/12/2015,7,147
17/12/2015,8,277
17/12/2015,9,149
17/12/2015,10,72
17/12/2015,11,51
17/12/2015,12,70
17/12/2015,13,64
17/12/2015,14,62
17/12/2015,15,82
17/12/2015,16,81
17/12/2015,17,141
17/12/2015,18,158
17/12/2015,19,117
17/12/2015,20,55
17/12/2015,21,45
17/12/2015,22,36
17/12/2015,23,41
18/12/2015,0,34
18/12/2015,1,21
18/12/2015,2,10
18/12/2015,3,3
18/12/2015,4,3
18/12/2015,5,13
18/12/2015,6,37
18/12/2015,7,130
18/12/2015,8,257
18/12/2015,9,174
18/12/2015,10,58
18/12/2015,11,64
18/12/2015,12,72
18/12/2015,13,83
18/12/2015,14,70
18/12/2015,15,89
18/12/2015,16,91
18/12/2015,17,162
18/12/2015,18,137
18/12/2015,19,90
18/12/2015,20,47
18/12/2015,21,30
18/12/2015,22,33
18/12/2015,23,27
19/12/2015,0,19
19/12/2015,1,18
19/12/2015,2,16
19/12/2015,3,10
19/12/2015,4,4
19/12/2015,5,4
19/12/2015,6,5
19/12/2015,7,7
19/12/2015,8,24
19/12/2015,9,44
19/12/2015,10,47
19/12/2015,11,75
19/12/2015,12,91
19/12/2015,13,61
19/12/2015,14,90
19/12/2015,15,91
19/12/2015,16,65
19/12/2015,17,56
19/12/2015,18,48
19/12/2015,19,38
19/12/2015,20,34
19/12/2015,21,23
19/12/2015,22,22
19/12/2015,23,17
20/12/2015,0,23
20/12/2015,1,15
20/12/2015,2,13
20/12/2015,3,13
20/12/2015,4,7
20/12/2015,5,5
20/12/2015,6,4
20/12/2015,7,8
20/12/2015,8,10
20/12/2015,9,14
20/12/2015,10,35
20/12/2015,11,40
20/12/2015,12,58
20/12/2015,13,60
20/12/2015,14,75
20/12/2015,15,55
20/12/2015,16,47
20/12/2015,17,29
20/12/2015,18,40
20/12/2015,19,30
20/12/2015,20,31
20/12/2015,21,17
20/12/2015,22,15
20/12/2015,23,11
21/12/2015,0,10
21/12/2015,1,1
21/12/2015,2,4
21/12/2015,4,4
21/12/2015,5,7
21/12/2015,6,34
21/12/2015,7,80
21/12/2015,8,214
21/12/2015,9,137
21/12/2015,10,55
21/12/2015,11,48
21/12/2015,12,39
21/12/2015,13,49
21/12/2015,14,41
21/12/2015,15,40
21/12/2015,16,63
21/12/2015,17,148
21/12/2015,18,136
21/12/2015,19,96
21/12/2015,20,43
21/12/2015,21,33
21/12/2015,22,33
21/12/2015,23,15
22/12/2015,0,8
22/12/2015,1,6
22/12/2015,2,5
22/12/2015,4,2
22/12/2015,5,11
22/12/2015,6,28
22/12/2015,7,85
22/12/2015,8,190
22/12/2015,9,108
22/12/2015,10,63
22/12/2015,11,43
22/12/2015,12,69
22/12/2015,13,73
22/12/2015,14,66
22/12/2015,15,53
22/12/2015,16,98
22/12/2015,17,144
22/12/2015,18,108
22/12/2015,19,51
22/12/2015,20,35
22/12/2015,21,10
22/12/2015,22,11
22/12/2015,23,13
23/12/2015,0,12
23/12/2015,1,4
23/12/2015,2,2
23/12/2015,3,4
23/12/2015,4,2
23/12/2015,5,7
23/12/2015,6,25
23/12/2015,7,59
23/12/2015,8,155
23/12/2015,9,101
23/12/2015,10,57
23/12/2015,11,53
23/12/2015,12,76
23/12/2015,13,79
23/12/2015,14,51
23/12/2015,15,54
23/12/2015,16,85
23/12/2015,17,112
23/12/2015,18,89
23/12/2015,19,34
23/12/2015,20,35
23/12/2015,21,23
23/12/2015,22,22
23/12/2015,23,13
24/12/2015,0,8
24/12/2015,1,6
24/12/2015,2,3
24/12/2015,3,2
24/12/2015,4,2
24/12/2015,5,3
24/12/2015,6,12
24/12/2015,7,26
24/12/2015,8,67
24/12/2015,9,56
24/12/2015,10,25
24/12/2015,11,15
24/12/2015,12,25
24/12/2015,13,37
24/12/2015,14,36
24/12/2015,15,47
24/12/2015,16,30
24/12/2015,17,20
24/12/2015,18,13
24/12/2015,19,10
24/12/2015,20,13
24/12/2015,21,11
24/12/2015,22,1
24/12/2015,23,7
25/12/2015,0,3
25/12/2015,2,2
25/12/2015,3,1
25/12/2015,6,2
25/12/2015,7,4
25/12/2015,8,8
25/12/2015,9,9
25/12/2015,10,7
25/12/2015,11,23
25/12/2015,12,17
25/12/2015,13,27
25/12/2015,14,11
25/12/2015,15,16
25/12/2015,16,12
25/12/2015,17,19
25/12/2015,18,9
25/12/2015,19,11
25/12/2015,20,18
25/12/2015,21,12
25/12/2015,22,13
25/12/2015,23,4
26/12/2015,0,2
26/12/2015,1,1
26/12/2015,3,2
26/12/2015,5,1
26/12/2015,6,3
26/12/2015,7,1
26/12/2015,8,7
26/12/2015,9,11
26/12/2015,10,16
26/12/2015,11,15
26/12/2015,12,23
26/12/2015,13,27
26/12/2015,14,32
26/12/2015,15,15
26/12/2015,16,15
26/12/2015,17,15
26/12/2015,18,18
26/12/2015,19,13
26/12/2015,20,10
26/12/2015,21,11
26/12/2015,22,9
26/12/2015,23,9
27/12/2015,0,3
27/12/2015,1,1
27/12/2015,2,2
27/12/2015,3,6
27/12/2015,4,3
27/12/2015,6,1
27/12/2015,7,2
27/12/2015,8,7
27/12/2015,9,8
27/12/2015,10,24
27/12/2015,11,16
27/12/2015,12,21
27/12/2015,13,30
27/12/2015,14,33
27/12/2015,15,30
27/12/2015,16,29
27/12/2015,17,25
27/12/2015,18,27
27/12/2015,19,11
27/12/2015,20,10
27/12/2015,21,12
27/12/2015,22,9
27/12/2015,23,8
28/12/2015,0,4
28/12/2015,1,4
28/12/2015,2,5
28/12/2015,3,5
28/12/2015,4,3
28/12/2015,5,1
28/12/2015,6,3
28/12/2015,7,5
28/12/2015,8,8
28/12/2015,9,20
28/12/2015,10,21
28/12/2015,11,28
28/12/2015,12,40
28/12/2015,13,37
28/12/2015,14,49
28/12/2015,15,45
28/12/2015,16,35
28/12/2015,17,41
28/12/2015,18,33
28/12/2015,19,30
28/12/2015,20,18
28/12/2015,21,22
28/12/2015,22,9
28/12/2015,23,16
29/12/2015,0,4
29/12/2015,1,4
29/12/2015,2,3
29/12/2015,3,3
29/12/2015,4,1
29/12/2015,5,1
29/12/2015,6,14
29/12/2015,7,27
29/12/2015,8,72
29/12/2015,9,47
29/12/2015,10,35
29/12/2015,11,37
29/12/2015,12,51
29/12/2015,13,58
29/12/2015,14,48
29/12/2015,15,49
29/12/2015,16,58
29/12/2015,17,79
29/12/2015,18,52
29/12/2015,19,26
29/12/2015,20,26
29/12/2015,21,18
29/12/2015,22,17
29/12/2015,23,9
30/12/2015,0,6
30/12/2015,1,5
30/12/2015,2,2
30/12/2015,4,2
30/12/2015,5,3
30/12/2015,6,10
30/12/2015,7,32
30/12/2015,8,69
30/12/2015,9,57
30/12/2015,10,37
30/12/2015,11,31
30/12/2015,12,45
30/12/2015,13,48
30/12/2015,14,36
30/12/2015,15,45
30/12/2015,16,67
30/12/2015,17,63
30/12/2015,18,47
30/12/2015,19,14
30/12/2015,20,7
30/12/2015,21,9
30/12/2015,22,11
30/12/2015,23,8
31/12/2015,0,6
31/12/2015,1,2
31/12/2015,2,2
31/12/2015,3,2
31/12/2015,4,1
31/12/2015,5,3
31/12/2015,6,13
31/12/2015,7,27
31/12/2015,8,62
31/12/2015,9,48
31/12/2015,10,40
31/12/2015,11,41
31/12/2015,12,55
31/12/2015,13,71
31/12/2015,14,47
31/12/2015,15,60
31/12/2015,16,44
31/12/2015,17,16
31/12/2015,18,16
31/12/2015,19,18
31/12/2015,20,15
31/12/2015,21,8
31/12/2015,22,6
31/12/2015,23,5
01/01/2016,0,6
01/01/2016,1,17
01/01/2016,2,12
01/01/2016,3,5
01/01/2016,4,7
01/01/2016,5,4
01/01/2016,6,2
01/01/2016,7,3
01/01/2016,8,6
01/01/2016,9,5
01/01/2016,10,5
01/01/2016,11,18
01/01/2016,12,22
01/01/2016,13,21
01/01/2016,14,20
01/01/2016,15,23
01/01/2016,16,18
01/01/2016,17,13
01/01/2016,18,23
01/01/2016,19,14
01/01/2016,20,7
01/01/2016,21,7
01/01/2016,22,6
01/01/2016,23,4
02/01/2016,0,5
02/01/2016,1,2
02/01/2016,2,3
02/01/2016,3,1
02/01/2016,4,1
02/01/2016,5,2
02/01/2016,6,2
02/01/2016,7,4
02/01/2016,8,10
02/01/2016,9,19
02/01/2016,10,23
02/01/2016,11,34
02/01/2016,12,37
02/01/2016,13,35
02/01/2016,14,20
02/01/2016,15,28
02/01/2016,16,23
02/01/2016,17,18
02/01/2016,18,15
02/01/2016,19,12
02/01/2016,20,14
02/01/2016,21,12
02/01/2016,22,11
02/01/2016,23,13
03/01/2016,0,9
03/01/2016,1,5
03/01/2016,2,4
03/01/2016,3,3
03/01/2016,5,1
03/01/2016,6,2
03/01/2016,7,7
03/01/2016,8,14
03/01/2016,9,9
03/01/2016,10,40
03/01/2016,11,16
03/01/2016,12,18
03/01/2016,13,8
03/01/2016,14,15
03/01/2016,15,20
03/01/2016,16,33
03/01/2016,17,17
03/01/2016,18,22
03/01/2016,19,15
03/01/2016,20,15
03/01/2016,21,13
03/01/2016,22,11
03/01/2016,23,7
04/01/2016,0,4
04/01/2016,1,2
04/01/2016,2,1
04/01/2016,3,3
04/01/2016,4,4
04/01/2016,5,12
04/01/2016,6,40
04/01/2016,7,115
04/01/2016,8,283
04/01/2016,9,113
04/01/2016,10,41
04/01/2016,11,34
04/01/2016,12,51
04/01/2016,13,47
04/01/2016,14,32
04/01/2016,15,47
04/01/2016,16,66
04/01/2016,17,211
04/01/2016,18,179
04/01/2016,19,100
04/01/2016,20,60
04/01/2016,21,22
04/01/2016,22,18
04/01/2016,23,9
05/01/2016,0,3
05/01/2016,1,3
05/01/2016,2,2
05/01/2016,3,1
05/01/2016,4,2
05/01/2016,5,10
05/01/2016,6,46
05/01/2016,7,134
05/01/2016,8,305
05/01/2016,9,123
05/01/2016,10,59
05/01/2016,11,40
05/01/2016,12,44
05/01/2016,13,60
05/01/2016,14,48
05/01/2016,15,41
05/01/2016,16,80
05/01/2016,17,226
05/01/2016,18,213
05/01/2016,19,101
05/01/2016,20,51
05/01/2016,21,33
05/01/2016,22,22
05/01/2016,23,11
06/01/2016,0,3
06/01/2016,1,3
06/01/2016,2,2
06/01/2016,4,1
06/01/2016,5,10
06/01/2016,6,42
06/01/2016,7,139
06/01/2016,8,307
06/01/2016,9,152
06/01/2016,10,47
06/01/2016,11,36
06/01/2016,12,56
06/01/2016,13,62
06/01/2016,14,56
06/01/2016,15,44
06/01/2016,16,86
06/01/2016,17,211
06/01/2016,18,208
06/01/2016,19,100
06/01/2016,20,68
06/01/2016,21,35
06/01/2016,22,27
06/01/2016,23,15
07/01/2016,0,8
07/01/2016,1,4
07/01/2016,2,2
07/01/2016,3,2
07/01/2016,4,2
07/01/2016,5,2
07/01/2016,6,24
07/01/2016,7,60
07/01/2016,8,219
07/01/2016,9,105
07/01/2016,10,33
07/01/2016,11,17
07/01/2016,12,30
07/01/2016,13,37
07/01/2016,14,39
07/01/2016,15,60
07/01/2016,16,73
07/01/2016,17,198
07/01/2016,18,183
07/01/2016,19,102
07/01/2016,20,45
07/01/2016,21,37
07/01/2016,22,24
07/01/2016,23,13
08/01/2016,0,4
08/01/2016,1,5
08/01/2016,2,5
08/01/2016,3,3
08/01/2016,4,2
08/01/2016,5,9
08/01/2016,6,34
08/01/2016,7,135
08/01/2016,8,274
08/01/2016,9,139
08/01/2016,10,42
08/01/2016,11,36
08/01/2016,12,62
08/01/2016,13,58
08/01/2016,14,46
08/01/2016,15,37
08/01/2016,16,88
08/01/2016,17,133
08/01/2016,18,139
08/01/2016,19,88
08/01/2016,20,38
08/01/2016,21,28
08/01/2016,22,18
08/01/2016,23,15
09/01/2016,0,11
09/01/2016,1,12
09/01/2016,2,8
09/01/2016,3,6
09/01/2016,4,2
09/01/2016,5,2
09/01/2016,6,3
09/01/2016,7,9
09/01/2016,8,28
09/01/2016,9,40
09/01/2016,10,38
09/01/2016,11,76
09/01/2016,12,58
09/01/2016,13,54
09/01/2016,14,65
09/01/2016,15,50
09/01/2016,16,40
09/01/2016,17,19
09/01/2016,18,34
09/01/2016,19,30
09/01/2016,20,32
09/01/2016,21,7
09/01/2016,22,14
09/01/2016,23,9
10/01/2016,0,12
10/01/2016,1,6
10/01/2016,2,3
10/01/2016,3,1
10/01/2016,4,2
10/01/2016,5,1
10/01/2016,6,1
10/01/2016,7,4
10/01/2016,8,7
10/01/2016,9,31
10/01/2016,10,60
10/01/2016,11,37
10/01/2016,12,66
10/01/2016,13,88
10/01/2016,14,84
10/01/2016,15,59
10/01/2016,16,76
10/01/2016,17,62
10/01/2016,18,46
10/01/2016,19,33
10/01/2016,20,31
10/01/2016,21,19
10/01/2016,22,13
10/01/2016,23,16
11/01/2016,0,2
11/01/2016,1,3
11/01/2016,4,1
11/01/2016,5,6
11/01/2016,6,22
11/01/2016,7,106
11/01/2016,8,252
11/01/2016,9,128
11/01/2016,10,62
11/01/2016,11,43
11/01/2016,12,55
11/01/2016,13,72
11/01/2016,14,52
11/01/2016,15,46
11/01/2016,16,94
11/01/2016,17,215
11/01/2016,18,186
11/01/2016,19,124
11/01/2016,20,77
11/01/2016,21,37
11/01/2016,22,19
11/01/2016,23,12
12/01/2016,0,7
12/01/2016,1,1
12/01/2016,2,3
12/01/2016,4,1
12/01/2016,5,9
12/01/2016,6,46
12/01/2016,7,147
12/01/2016,8,281
12/01/2016,9,162
12/01/2016,10,46
12/01/2016,11,47
12/01/2016,12,52
12/01/2016,13,62
12/01/2016,14,44
12/01/2016,15,40
12/01/2016,16,74
12/01/2016,17,185
12/01/2016,18,186
12/01/2016,19,116
12/01/2016,20,66
12/01/2016,21,41
12/01/2016,22,32
12/01/2016,23,17
13/01/2016,0,5
13/01/2016,1,5
13/01/2016,2,5
13/01/2016,3,1
13/01/2016,4,2
13/01/2016,5,11
13/01/2016,6,56
13/01/2016,7,164
13/01/2016,8,311
13/01/2016,9,160
13/01/2016,10,66
13/01/2016,11,52
13/01/2016,12,63
13/01/2016,13,78
13/01/2016,14,49
13/01/2016,15,56
13/01/2016,16,72
13/01/2016,17,211
13/01/2016,18,191
13/01/2016,19,119
13/01/2016,20,72
13/01/2016,21,33
13/01/2016,22,27
13/01/2016,23,15
14/01/2016,0,4
14/01/2016,1,2
14/01/2016,2,5
14/01/2016,4,2
14/01/2016,5,9
14/01/2016,6,34
14/01/2016,7,136
14/01/2016,8,278
14/01/2016,9,121
14/01/2016,10,51
14/01/2016,11,38
14/01/2016,12,37
14/01/2016,13,51
14/01/2016,14,40
14/01/2016,15,50
14/01/2016,16,74
14/01/2016,17,166
14/01/2016,18,158
14/01/2016,19,81
14/01/2016,20,54
14/01/2016,21,36
14/01/2016,22,33
14/01/2016,23,22
15/01/2016,0,8
15/01/2016,1,6
15/01/2016,2,2
15/01/2016,3,2
15/01/2016,4,2
15/01/2016,5,6
15/01/2016,6,38
15/01/2016,7,143
15/01/2016,8,267
15/01/2016,9,144
15/01/2016,10,59
15/01/2016,11,39
15/01/2016,12,63
15/01/2016,13,66
15/01/2016,14,49
15/01/2016,15,54
15/01/2016,16,76
15/01/2016,17,158
15/01/2016,18,127
15/01/2016,19,66
15/01/2016,20,44
15/01/2016,21,18
15/01/2016,22,20
15/01/2016,23,17
16/01/2016,0,17
16/01/2016,1,10
16/01/2016,2,5
16/01/2016,3,4
16/01/2016,4,1
16/01/2016,5,2
16/01/2016,6,5
16/01/2016,7,6
16/01/2016,8,30
16/01/2016,9,48
16/01/2016,10,47
16/01/2016,11,51
16/01/2016,12,50
16/01/2016,13,58
16/01/2016,14,55
16/01/2016,15,40
16/01/2016,16,50
16/01/2016,17,45
16/01/2016,18,41
16/01/2016,19,37
16/01/2016,20,34
16/01/2016,21,13
16/01/2016,22,9
16/01/2016,23,6
17/01/2016,0,12
17/01/2016,1,11
17/01/2016,2,2
17/01/2016,3,1
17/01/2016,4,1
17/01/2016,5,2
17/01/2016,6,3
17/01/2016,7,5
17/01/2016,8,14
17/01/2016,9,24
17/01/2016,10,33
17/01/2016,11,45
17/01/2016,12,49
17/01/2016,13,40
17/01/2016,14,53
17/01/2016,15,49
17/01/2016,16,28
17/01/2016,17,37
17/01/2016,18,34
17/01/2016,19,26
17/01/2016,20,27
17/01/2016,21,17
17/01/2016,22,22
17/01/2016,23,6
18/01/2016,0,2
18/01/2016,2,3
18/01/2016,4,1
18/01/2016,5,8
18/01/2016,6,46
18/01/2016,7,126
18/01/2016,8,253
18/01/2016,9,119
18/01/2016,10,62
18/01/2016,11,38
18/01/2016,12,41
18/01/2016,13,52
18/01/2016,14,34
18/01/2016,15,34
18/01/2016,16,69
18/01/2016,17,182
18/01/2016,18,174
18/01/2016,19,99
18/01/2016,20,66
18/01/2016,21,39
18/01/2016,22,17
18/01/2016,23,16
19/01/2016,0,6
19/01/2016,1,3
19/01/2016,3,1
19/01/2016,4,1
19/01/2016,5,12
19/01/2016,6,39
19/01/2016,7,105
19/01/2016,8,240
19/01/2016,9,143
19/01/2016,10,55
19/01/2016,11,45
19/01/2016,12,44
19/01/2016,13,54
19/01/2016,14,47
19/01/2016,15,36
19/01/2016,16,48
19/01/2016,17,153
19/01/2016,18,157
19/01/2016,19,91
19/01/2016,20,69
19/01/2016,21,36
19/01/2016,22,28
19/01/2016,23,15
20/01/2016,0,4
20/01/2016,2,1
20/01/2016,3,2
20/01/2016,5,8
20/01/2016,6,38
20/01/2016,7,121
20/01/2016,8,227
20/01/2016,9,128
20/01/2016,10,55
20/01/2016,11,43
20/01/2016,12,69
20/01/2016,13,84
20/01/2016,14,50
20/01/2016,15,38
20/01/2016,16,53
20/01/2016,17,145
20/01/2016,18,138
20/01/2016,19,93
20/01/2016,20,67
20/01/2016,21,41
20/01/2016,22,22
20/01/2016,23,17
21/01/2016,0,11
21/01/2016,1,1
21/01/2016,2,2
21/01/2016,4,1
21/01/2016,5,2
21/01/2016,6,35
21/01/2016,7,114
21/01/2016,8,183
21/01/2016,9,121
21/01/2016,10,56
21/01/2016,11,33
21/01/2016,12,43
21/01/2016,13,56
21/01/2016,14,47
21/01/2016,15,48
21/01/2016,16,74
21/01/2016,17,151
21/01/2016,18,147
21/01/2016,19,58
21/01/2016,20,64
21/01/2016,21,40
21/01/2016,22,31
21/01/2016,23,25
22/01/2016,0,11
22/01/2016,1,3
22/01/2016,2,2
22/01/2016,4,1
22/01/2016,5,10
22/01/2016,6,34
22/01/2016,7,120
22/01/2016,8,143
22/01/2016,9,78
22/01/2016,10,31
22/01/2016,11,28
22/01/2016,12,32
22/01/2016,13,32
22/01/2016,14,27
22/01/2016,15,30
22/01/2016,16,67
22/01/2016,17,105
22/01/2016,18,107
22/01/2016,19,70
22/01/2016,20,30
22/01/2016,21,21
22/01/2016,22,21
22/01/2016,23,19
23/01/2016,0,13
23/01/2016,1,9
23/01/2016,2,2
23/01/2016,3,4
23/01/2016,4,2
23/01/2016,5,1
23/01/2016,6,3
23/01/2016,7,9
23/01/2016,8,24
23/01/2016,9,38
23/01/2016,10,48
23/01/2016,11,58
23/01/2016,12,68
23/01/2016,13,63
23/01/2016,14,70
23/01/2016,15,61
23/01/2016,16,47
23/01/2016,17,49
23/01/2016,18,46
23/01/2016,19,38
23/01/2016,20,26
23/01/2016,21,8
23/01/2016,22,13
23/01/2016,23,12
24/01/2016,0,11
24/01/2016,1,10
24/01/2016,2,4
24/01/2016,3,4
24/01/2016,4,3
24/01/2016,5,3
24/01/2016,6,5
24/01/2016,7,9
24/01/2016,8,12
24/01/2016,9,23
24/01/2016,10,42
24/01/2016,11,49
24/01/2016,12,64
24/01/2016,13,69
24/01/2016,14,67
24/01/2016,15,64
24/01/2016,16,66
24/01/2016,17,44
24/01/2016,18,36
24/01/2016,19,45
24/01/2016,20,35
24/01/2016,21,24
24/01/2016,22,15
24/01/2016,23,15
25/01/2016,0,3
25/01/2016,1,1
25/01/2016,2,2
25/01/2016,3,1
25/01/2016,4,2
25/01/2016,5,10
25/01/2016,6,46
25/01/2016,7,135
25/01/2016,8,280
25/01/2016,9,144
25/01/2016,10,63
25/01/2016,11,46
25/01/2016,12,55
25/01/2016,13,58
25/01/2016,14,59
25/01/2016,15,50
25/01/2016,16,80
25/01/2016,17,196
25/01/2016,18,201
25/01/2016,19,138
25/01/2016,20,78
25/01/2016,21,37
25/01/2016,22,28
25/01/2016,23,12
26/01/2016,0,7
26/01/2016,1,3
26/01/2016,2,2
26/01/2016,5,10
26/01/2016,6,57
26/01/2016,7,161
26/01/2016,8,263
26/01/2016,9,153
26/01/2016,10,53
26/01/2016,11,43
26/01/2016,12,56
26/01/2016,13,32
26/01/2016,14,21
26/01/2016,15,46
26/01/2016,16,48
26/01/2016,17,120
26/01/2016,18,121
26/01/2016,19,105
26/01/2016,20,56
26/01/2016,21,40
26/01/2016,22,30
26/01/2016,23,10
27/01/2016,0,5
27/01/2016,1,2
27/01/2016,2,2
27/01/2016,3,2
27/01/2016,4,1
27/01/2016,5,10
27/01/2016,6,46
27/01/2016,7,118
27/01/2016,8,249
27/01/2016,9,131
27/01/2016,10,54
27/01/2016,11,45
27/01/2016,12,37
27/01/2016,13,42
27/01/2016,14,23
27/01/2016,15,50
27/01/2016,16,59
27/01/2016,17,160
27/01/2016,18,167
27/01/2016,19,118
27/01/2016,20,68
27/01/2016,21,49
27/01/2016,22,39
27/01/2016,23,34
28/01/2016,5,8
28/01/2016,6,52
28/01/2016,7,125
28/01/2016,8,258
28/01/2016,9,149
28/01/2016,10,57
28/01/2016,11,37
28/01/2016,12,61
28/01/2016,13,57
28/01/2016,14,73
28/01/2016,15,56
28/01/2016,16,82
28/01/2016,17,155
28/01/2016,18,157
