Ozone,NO,NO2,NOX,SO2,PM10,NV_PM10,V_PM10,PM2.5,NV_PM2.5,V_PM2.5
71,22,61,94,3,57,42,19,49,34,18
78,3,36,39,2,25,23,8,21,18,5
72,5,43,46,2,24,31,6,11,12,4
51,12,44,63,1,14,16,5,13,13,5
49,13,28,47,1,20,16,7,10,9,5
36,61,63,150,4,23,21,11,16,13,7
46,28,71,114,2,18,18,8,14,11,8
59,24,80,114,2,14,12,7,12,10,6
66,4,52,57,3,12,14,6,7,11,4
75,4,55,62,2,24,20,7,16,13,6
83,48,66,136,6,30,25,10,24,19,9
40,28,64,102,3,22,23,5,9,10,5
68,36,58,107,3,35,33,5,16,16,6
61,70,81,182,4,40,36,10,30,27,7
94,45,74,128,4,32,31,8,21,19,8
83,18,76,99,3,36,28,11,23,19,8
57,7,52,57,2,19,24,8,13,14,6
67,5,36,43,2,21,19,9,16,15,7
55,8,42,51,2,14,12,8,9,10,7
36,20,62,90,1,21,23,8,15,16,5
71,19,51,69,3,15,14,7,13,11,7
82,45,91,155,3,36,32,10,28,24,8
65,13,68,88,1,29,22,14,16,11,8
63,7,42,52,1,15,16,6,16,14,6
64,5,25,29,5,16,15,8,12,9,9
59,19,44,73,4,15,17,7,9,10,8
57,15,35,59,3,,,,10,12,8
53,6,26,33,4,,,,,,
51,7,33,42,2,,,,,,
61,5,22,27,2,,,,,,
68,8,40,53,3,,,,,,
54,19,61,90,3,,,,,,
56,29,57,92,2,22,22,11,16,16,6
76,32,88,115,3,37,38,7,23,20,10
64,14,80,89,,32,26,9,24,22,6
47,25,65,84,,23,23,4,16,16,4
79,24,56,83,,21,21,5,20,18,6
129,13,49,69,,27,24,6,25,22,8
143,19,89,101,,62,59,6,34,33,6
87,17,79,104,,63,49,17,59,48,16
137,43,80,125,,43,40,7,30,28,6
113,15,49,72,,30,28,8,27,22,8
57,17,34,60,,28,27,6,10,10,6
44,13,19,36,,14,14,5,12,10,5
42,14,25,45,,11,13,5,8,8,5
64,21,58,78,,19,21,4,11,11,6
29,33,67,117,2,31,28,10,22,18,10
38,30,58,101,2,19,15,9,16,11,8
43,25,53,88,2,17,17,4,10,10,7
38,31,50,97,3,15,16,4,11,13,6
58,19,43,68,2,16,17,5,12,12,5
63,12,60,74,2,14,14,5,9,10,5
45,19,68,90,2,12,13,5,11,11,6
58,46,71,142,3,17,18,6,15,14,5
66,20,68,98,2,20,20,5,16,15,5
109,39,103,133,4,34,34,6,26,26,6
85,28,52,91,2,19,22,6,12,13,7
68,23,58,93,2,21,23,6,16,15,6
101,12,50,68,2,21,18,7,16,14,7
65,26,50,87,3,17,19,7,13,12,5
38,9,42,55,1,16,17,6,12,12,6
39,31,44,90,6,24,24,5,11,12,6
66,14,41,63,4,18,18,5,10,10,6
49,50,53,130,5,17,16,5,10,10,5
35,33,54,105,2,19,17,5,13,11,6
19,23,28,59,2,10,9,6,9,8,5
74,29,49,84,4,19,21,9,11,12,5
92,21,57,89,5,31,26,10,17,16,8
66,16,52,76,,,,,23,21,10
39,34,36,89,2,17,16,10,11,10,8
47,10,29,43,2,17,16,5,11,11,7
48,10,34,43,2,11,12,5,7,7,6
48,64,64,163,,12,14,4,11,12,6
28,34,54,106,3,11,13,6,9,9,7
51,30,66,96,,20,21,5,18,16,5
33,20,54,85,,21,18,7,16,13,8
38,23,39,74,,19,19,6,13,12,5
44,7,21,31,,16,18,6,9,9,6
45,18,47,74,,18,16,8,13,13,6
54,8,24,30,,12,12,6,7,8,5
55,17,24,50,,15,15,5,8,10,6
54,18,41,68,,16,15,6,10,10,4
46,9,37,51,,14,14,7,9,9,5
48,5,17,23,,20,20,8,14,13,6
50,19,54,83,,16,16,5,11,10,4
39,34,69,121,,22,25,6,12,10,7
65,7,39,44,,22,25,7,9,8,5
48,57,75,162,,,,,,,
22,64,73,155,,,,,,,
32,77,76,194,,,,,,,
40,28,70,102,,,,,,,
60,50,70,125,,38,34,6,16,16,5
34,48,71,124,,15,12,5,7,8,5
75,10,37,51,,,,,9,10,3
68,14,54,74,,24,22,6,13,13,6
49,86,91,223,,25,18,6,16,14,6
,,,,,22,19,6,9,10,5
,,,,,,,,,,
,,,,,,,,,,
43,37,67,124,2,14,14,1,8,9,4
59,16,34,59,3,14,14,3,9,9,4
,,,,,,,,,,
,,,,,,,,,,
35,42,57,115,3,56,40,17,43,30,17
38,50,65,142,3,15,15,3,12,12,5
75,102,74,223,4,25,23,5,18,18,5
76,53,73,154,3,28,28,5,20,20,6
82,7,67,73,1,49,42,8,41,33,11
112,11,52,62,3,53,38,15,42,31,15
48,52,60,140,4,33,32,5,22,19,7
41,34,55,103,3,28,27,4,11,12,5
44,44,59,109,4,22,21,3,15,14,6
46,62,62,143,5,34,34,4,15,16,6
55,13,48,67,5,21,20,4,16,15,6
63,5,46,49,2,19,14,8,14,11,8
44,27,46,87,3,13,12,2,12,11,5
36,20,50,80,3,10,10,2,11,10,5
26,41,85,148,4,30,27,4,16,17,4
46,47,58,128,3,36,35,3,17,16,6
46,24,60,88,3,12,11,4,10,9,4
36,76,65,178,4,12,11,3,9,10,4
53,81,63,186,4,14,12,3,10,8,7
50,23,50,86,2,16,15,3,10,10,5
53,24,32,67,3,13,13,6,9,9,7
55,28,56,97,3,16,16,2,8,10,6
35,45,74,136,3,11,11,2,8,8,4
29,81,63,187,4,13,13,2,7,9,5
28,32,55,104,3,13,10,4,12,10,7
41,14,62,82,3,11,9,3,7,8,4
29,30,59,97,4,19,17,3,13,12,4
38,40,57,104,4,20,16,4,16,15,6
49,20,51,81,4,17,16,4,12,12,5
51,34,63,114,7,18,18,3,13,12,5
49,100,59,212,9,27,25,4,13,12,6
49,12,53,64,6,30,27,3,23,18,8
70,13,69,89,6,52,43,12,45,35,14
25,44,61,124,6,48,40,12,42,32,15
28,57,71,133,4,65,58,15,51,40,18
56,65,52,149,4,73,57,19,56,42,21
58,14,43,63,2,17,13,8,10,9,6
41,11,52,67,2,23,21,3,13,13,7
57,6,44,52,3,19,17,4,14,11,6
52,2,17,20,2,10,8,6,8,7,5
53,16,47,72,4,46,41,5,13,14,5
38,48,80,142,7,20,21,4,12,15,4
51,18,43,72,5,63,60,5,6,8,6
57,34,60,104,4,16,14,4,7,9,5
34,39,82,126,4,22,21,4,13,16,5
49,46,74,144,4,15,13,4,5,7,5
33,108,76,234,7,25,22,3,19,20,5
31,80,66,188,7,21,20,3,16,17,5
42,6,35,41,4,41,39,4,11,10,6
48,6,34,44,3,21,17,4,10,11,5
38,19,40,66,4,26,23,4,13,13,4
43,7,33,42,5,18,18,3,11,13,4
39,10,45,59,2,25,23,4,19,17,6
68,25,63,86,5,38,36,6,30,30,8
70,152,80,313,7,51,48,7,25,26,6
66,61,75,165,5,30,28,5,15,17,4
17,103,66,208,6,82,76,8,41,40,10
51,81,45,169,4,58,49,9,39,32,11
58,9,53,61,2,25,23,5,11,11,6
66,3,17,20,4,26,22,4,10,10,5
58,15,62,84,3,16,14,3,5,9,4
46,17,55,81,4,15,13,3,12,12,6
52,7,37,47,4,12,12,5,8,9,7
60,47,90,162,7,28,28,5,15,18,6
27,48,66,126,6,22,18,5,16,16,7
25,81,89,207,6,76,75,6,39,40,5
26,45,53,122,3,21,17,7,15,16,6
43,14,49,70,3,22,19,4,10,13,5
37,87,85,219,6,66,64,4,23,24,6
30,25,57,95,3,25,22,3,18,18,5
25,50,67,144,5,79,75,7,18,19,6
3,183,81,355,8,50,44,7,36,35,9
43,80,68,179,7,51,43,10,42,36,12
18,56,85,171,,53,44,9,40,36,9
35,43,63,128,,50,48,5,44,44,5
34,97,64,209,,67,62,7,38,38,8
42,22,53,84,,38,36,5,13,12,6
56,56,75,160,,25,25,5,13,13,6
10,83,76,202,11,26,22,5,17,17,8
35,76,109,226,5,21,18,7,15,14,6
36,41,73,136,3,21,15,6,16,15,8
39,25,69,104,3,25,20,7,19,17,9
34,62,79,173,4,49,49,6,15,18,6
23,39,68,127,4,21,20,5,15,14,6
26,129,82,280,7,31,26,7,24,22,8
25,31,64,107,3,26,19,8,19,17,8
29,166,115,341,7,36,34,7,33,35,8
27,80,105,227,4,23,19,6,13,14,6
29,44,73,138,3,26,22,6,18,18,6
33,10,49,64,6,16,12,5,10,10,7
47,7,40,47,6,23,19,5,11,11,6
72,4,29,33,4,28,24,9,14,15,8
71,23,56,91,4,22,21,6,8,12,4
43,152,101,334,8,39,33,6,26,24,6
21,155,89,323,7,46,40,6,35,32,8
33,41,64,128,3,22,19,4,13,13,6
51,54,87,169,3,17,13,5,9,7,7
22,86,75,208,4,17,15,7,10,12,6
27,40,60,120,3,19,16,6,9,12,6
38,46,66,131,4,17,15,7,9,9,7
52,44,64,116,3,20,18,6,14,15,4
24,68,77,173,6,36,29,8,29,26,10
15,78,86,206,4,23,17,7,16,16,8
19,100,96,248,5,30,27,6,15,15,6
39,73,90,202,5,23,20,6,11,12,7
57,15,62,84,4,22,17,6,11,11,7
55,75,90,205,6,35,30,6,14,11,7
44,47,81,150,5,15,10,6,6,7,6
23,57,88,175,5,28,21,8,16,15,7
43,68,82,186,5,25,15,10,15,14,11
31,51,87,165,3,18,14,7,14,15,10
15,93,100,237,5,32,25,8,22,20,8
44,43,82,148,4,19,13,10,10,9,7
58,34,78,130,,18,17,9,12,13,9
23,46,69,132,,17,16,4,12,14,5
13,90,98,237,,21,16,6,15,14,6
32,28,71,108,7,23,17,8,17,15,8
37,156,96,329,10,43,38,6,31,30,6
3,154,93,329,6,44,38,8,30,28,10
8,81,74,199,4,,,,24,24,10
16,42,73,117,4,,,,28,22,11
32,75,83,197,4,20,18,3,14,13,7
44,17,40,64,7,11,8,4,13,10,8
61,4,27,29,,11,8,2,11,10,7
66,9,28,42,,20,16,5,14,11,8
63,10,34,44,,13,11,4,7,6,8
68,50,81,156,,10,16,2,6,13,5
29,53,72,153,,25,24,4,20,21,6
52,31,74,122,,22,22,6,14,14,8
60,16,50,71,,37,36,5,19,20,9
71,5,27,30,,18,17,3,10,10,6
