Ozone,NO,NO2,NOX,SO2,CO,PM10,NV_PM10,V_PM10,PM2.5,NV_PM2.5,V_PM2.5
49,8,29,42,2,0.19,15,12,3,8,7,1
60,8,44,57,3,0.27,22,18,5,14,11,2
75,1,25,27,2,0.24,27,23,5,15,13,3
41,3,21,25,1,0.18,15,13,3,8,7,1
30,12,45,64,1,0.3,24,20,5,14,12,3
49,11,29,46,1,0.26,19,16,4,12,10,2
41,2,15,18,2,0.19,13,10,4,7,6,1
40,2,13,17,1,0.12,14,11,4,5,4,1
34,3,19,24,2,0.15,,,,,,
31,3,19,24,1,0.19,,,,,,
36,3,21,26,2,0.15,14,12,3,6,5,2
29,3,19,23,2,0.18,11,10,3,5,4,1
36,2,20,23,2,0.15,15,13,3,8,6,1
50,1,12,14,1,0.096,11,9,3,5,4,1
31,5,25,32,2,0.13,12,10,3,6,4,2
21,11,19,36,3,0.21,12,10,3,6,4,1
36,4,12,18,3,0.16,13,11,3,,,
44,2,13,15,3,0.12,13,12,2,,,
45,3,20,24,1,0.13,15,13,3,6,6,0
40,3,17,21,1,0.14,13,12,2,6,6,0
45,1,8,10,1,0.14,14,11,4,6,5,1
50,1,12,15,2,0.1,15,13,3,6,5,1
46,2,16,19,1,0.11,18,17,3,7,6,1
36,2,23,27,1,0.14,14,13,3,8,7,1
31,2,16,19,2,0.12,15,13,3,7,6,1
39,3,18,24,2,0.13,17,15,4,9,8,1
42,2,15,17,1,0.15,11,10,3,5,4,1
46,1,15,17,1,0.11,12,10,3,6,5,1
39,6,27,37,2,0.14,13,12,4,7,5,2
48,5,28,36,1,0.15,18,15,5,9,6,2
57,5,34,42,2,0.18,25,21,5,13,11,3
61,4,36,42,2,0.18,29,24,6,14,11,3
53,2,25,27,2,0.19,26,20,8,16,11,5
58,1,10,12,2,0.1,19,17,4,6,5,1
51,1,9,10,2,0.11,10,9,3,4,4,0
43,2,16,19,1,0.14,16,14,4,7,6,1
47,6,37,46,1,0.21,18,15,4,8,7,2
62,13,53,73,2,0.3,28,25,5,15,14,2
53,6,44,53,2,0.31,34,29,7,21,18,4
45,3,28,32,2,0.17,18,14,6,11,8,4
59,3,33,38,5,0.24,28,24,7,16,12,3
46,2,18,22,2,0.18,17,13,6,10,7,3
50,32,34,82,2,0.22,21,19,4,13,11,1
50,25,37,75,2,0.22,20,17,5,12,9,3
38,3,29,33,2,0.16,16,13,5,9,7,3
36,7,27,37,3,0.12,18,16,4,8,6,1
32,2,22,25,2,0.14,16,13,5,7,6,2
33,2,19,22,3,0.14,14,12,4,7,5,2
44,1,12,13,3,0.12,11,10,3,5,4,1
18,7,29,39,2,0.22,12,11,3,6,6,1
16,5,21,30,1,0.22,13,10,5,5,4,1
47,8,33,46,3,0.22,19,16,6,11,9,3
47,2,30,33,2,0.16,19,16,5,10,8,2
49,2,17,20,1,0.15,16,14,4,5,4,1
33,2,20,23,1,0.18,13,11,4,5,4,1
33,4,25,31,1,0.15,15,13,4,7,5,1
31,5,35,42,2,0.16,15,14,4,8,7,1
46,18,63,90,2,0.29,29,27,5,17,15,2
60,8,43,55,2,0.24,31,27,7,19,16,4
68,4,36,42,2,0.24,32,28,7,20,16,4
37,4,23,29,3,0.13,14,11,6,8,6,2
30,3,15,19,2,0.098,14,12,4,6,5,1
47,1,21,23,2,0.14,15,12,6,10,7,2
17,17,41,68,4,0.21,25,22,6,16,13,3
21,7,35,46,2,0.15,17,13,6,10,7,3
45,9,40,54,3,0.19,23,18,7,16,12,4
31,4,35,41,,0.14,,,,13,9,4
34,12,33,52,,0.16,,,,7,5,2
60,2,25,28,3,0.16,,,,8,6,2
53,1,16,18,3,0.13,,,,6,5,1
26,6,38,46,2,0.19,17,16,4,7,6,1
28,3,30,34,2,0.19,13,12,4,6,5,1
36,4,21,27,2,0.19,23,20,5,10,8,2
40,2,19,22,2,0.14,12,9,5,5,3,2
,,,,,,14,13,4,,4,
26,5,38,46,3,0.19,10,9,4,6,4,2
34,18,28,56,2,0.24,14,14,3,9,8,1
16,87,60,194,3,0.42,22,21,4,14,13,1
24,14,42,64,1,0.23,22,20,5,14,11,3
31,6,38,48,2,0.16,17,15,5,8,5,2
35,4,33,40,2,0.13,14,13,4,7,5,2
18,10,44,60,3,0.24,17,16,4,9,8,1
39,2,23,26,2,0.19,13,12,4,7,6,2
36,3,25,31,2,0.17,9,8,4,5,3,1
25,10,34,50,2,0.18,10,9,4,6,4,2
15,22,44,78,3,0.27,14,12,5,9,7,2
19,8,30,42,3,0.22,14,12,5,8,5,3
10,15,34,56,3,0.26,18,15,6,12,9,4
6,25,41,79,5,0.33,25,21,6,18,14,4
23,12,37,55,3,0.31,23,19,7,16,12,4
35,2,31,35,2,0.24,13,12,4,6,5,2
32,4,36,43,1,0.25,14,13,4,6,5,1
40,2,24,28,1,0.15,11,10,4,4,3,2
27,4,36,42,2,0.18,12,11,4,6,4,2
23,7,34,45,1,0.24,14,13,4,7,6,1
22,8,33,45,2,0.28,14,12,5,8,6,2
22,6,33,43,3,0.25,15,13,5,9,7,3
24,6,29,38,3,0.25,18,15,7,15,10,4
13,14,45,66,4,0.31,25,22,7,19,14,5
6,55,58,142,4,0.49,38,32,9,28,22,6
16,14,45,67,1,0.33,26,20,9,19,13,6
25,6,36,45,1,0.27,18,15,6,14,10,4
27,13,40,61,1,0.27,18,17,4,12,10,2
4,79,58,179,4,0.61,38,34,8,29,25,4
2,94,61,206,4,0.77,55,48,11,49,41,8
2,130,76,275,7,0.8,60,47,16,47,34,13
15,133,53,257,6,0.71,40,33,10,32,25,7
10,64,59,158,3,0.35,23,20,6,16,12,4
8,75,62,177,4,0.41,30,26,7,22,17,5
10,24,56,93,3,0.3,19,15,7,14,10,4
23,12,38,56,3,0.22,24,22,6,18,16,3
32,3,23,27,2,0.17,19,18,5,14,11,2
27,14,36,58,1,0.2,13,12,4,7,6,2
6,33,61,111,3,0.25,22,19,7,17,12,5
15,12,49,67,3,0.22,10,9,5,7,4,3
13,19,50,79,2,0.24,12,11,4,8,6,2
11,40,54,115,3,0.34,23,22,6,18,14,4
15,27,49,90,3,0.37,18,16,6,13,9,3
20,37,45,102,2,0.34,20,19,5,13,11,3
9,30,54,100,2,0.38,24,21,7,16,12,3
19,6,35,44,2,0.25,,,,8,4,4
31,3,30,34,3,0.21,,,,4,1,3
42,2,29,32,4,0.16,14,12,6,6,3,3
36,5,39,47,4,0.16,9,9,4,5,4,1
24,7,44,55,3,0.2,11,10,4,7,5,2
32,4,32,39,5,0.21,11,10,5,8,7,1
31,15,40,64,5,0.24,,,,9,6,3
41,5,31,38,3,0.19,12,14,3,5,5,0
11,22,49,83,2,0.31,21,20,5,13,10,2
48,3,22,27,1,0.17,16,15,5,5,4,2
42,4,29,36,1,0.16,15,15,5,6,4,2
16,14,41,62,2,0.26,20,18,6,12,9,3
37,3,30,34,1,0.2,,,,11,8,3
30,12,46,64,1,0.19,,,,8,6,1
5,108,81,247,5,0.52,,,,20,17,3
2,299,122,581,12,1.2,,,11,59,51,8
2,163,91,341,8,0.76,53,46,10,41,34,8
1,113,72,244,6,0.63,39,33,10,30,23,7
26,11,50,67,2,0.24,18,16,5,9,5,3
15,19,55,85,3,0.32,24,22,6,13,10,3
1,123,74,263,6,0.7,49,43,10,41,33,8
2,119,71,254,6,0.65,56,47,14,48,38,11
10,11,47,64,2,0.24,32,27,10,24,17,7
17,6,40,49,1,0.2,27,24,8,19,15,5
19,6,35,43,1,0.19,26,21,9,20,13,6
29,2,30,34,2,0.16,20,17,8,14,9,5
14,18,49,76,2,0.25,18,17,5,12,8,3
9,30,52,98,2,0.28,17,15,7,11,7,4
16,14,46,68,2,0.22,21,18,7,14,10,4
9,36,60,116,3,0.3,26,24,6,,,
3,32,57,106,4,0.31,36,33,7,,,
2,47,58,130,3,0.38,47,42,10,,,
2,72,61,171,3,0.5,36,31,9,31,26,5
2,27,52,94,2,0.31,27,22,10,24,17,7
2,45,54,123,4,0.33,41,33,13,33,23,10
6,18,48,75,4,0.26,32,25,12,28,19,9
29,3,41,46,3,0.17,21,20,6,11,8,2
7,31,66,113,3,0.29,22,22,5,13,11,2
38,3,34,39,3,0.18,14,13,6,7,4,2
49,6,26,35,3,0.2,24,25,4,10,9,1
60,2,10,13,3,0.14,12,12,4,5,4,1
40,11,34,51,2,0.25,15,16,4,8,7,1
2,165,91,343,6,1.1,50,48,6,36,32,5
2,275,110,531,10,1.3,64,58,11,53,44,9
2,129,79,276,5,0.87,41,36,10,34,27,7
2,79,61,182,3,0.6,35,30,10,31,24,7
10,14,44,64,2,0.34,25,21,9,22,16,6
44,3,23,27,3,0.12,16,14,7,13,9,4
29,20,36,67,2,0.17,16,17,4,10,8,2
10,33,54,104,2,0.21,18,16,6,12,9,3
23,9,46,60,2,0.13,14,15,4,8,6,2
6,145,86,307,7,0.57,39,38,6,28,24,4
12,110,71,240,5,0.58,35,31,8,26,20,6
12,25,44,82,3,0.23,18,14,9,14,9,5
9,27,50,92,1,0.26,22,18,9,16,11,5
27,4,37,43,2,0.11,15,11,9,9,4,5
15,10,47,63,2,0.14,17,18,4,11,8,2
37,4,33,38,2,0.13,19,18,6,9,7,2
35,5,36,43,3,0.14,14,13,6,7,4,3
43,3,29,34,2,0.12,10,12,3,5,5,0
20,27,48,90,2,0.26,15,17,3,12,10,1
12,13,50,69,2,0.18,18,15,8,11,8,3
10,17,57,83,2,0.17,19,16,8,14,10,4
10,29,64,109,3,0.23,27,24,9,24,17,7
2,142,100,318,6,0.5,39,35,10,31,23,7
3,74,77,191,3,0.27,39,31,13,33,23,10
5,45,75,145,4,0.18,28,25,9,21,14,7
5,40,76,137,3,0.26,37,35,7,29,23,6
3,167,99,355,7,1,,,,74,59,15
2,267,119,529,10,1.3,,,,102,84,18
2,204,113,426,8,0.88,,,,58,44,14
5,151,95,327,7,0.68,,,,,,
13,22,47,81,3,0.26,,,,,,
4,51,71,149,5,0.41,44,39,11,,,
38,3,39,44,3,0.13,15,14,6,,,
42,3,36,39,2,0.15,8,8,5,,,
20,10,47,63,2,0.14,,,,,,
8,31,51,98,2,0.24,,,,,,
22,6,36,45,2,0.15,,,,,,
46,2,23,26,3,0.11,,,,,,
57,3,26,30,3,0.094,,,,,,
22,17,64,89,4,0.23,15,16,4,9,8,1
24,7,46,56,3,0.13,17,17,5,13,11,2
21,42,52,117,3,0.28,28,23,10,23,16,7
28,30,58,104,3,0.25,18,19,4,10,8,2
10,14,43,64,1,0.18,27,25,8,21,17,4
24,8,35,48,2,0.14,33,29,9,26,21,6
17,10,38,54,3,0.19,43,35,12,38,28,10
26,7,31,42,3,0.25,39,35,9,37,30,7
16,9,35,48,3,0.27,47,40,12,44,34,9
13,16,46,70,4,0.24,60,51,14,48,38,11
9,27,61,102,4,0.23,39,35,10,31,24,7
24,11,43,61,2,0.14,22,18,9,16,10,6
32,4,44,50,1,0.12,16,16,6,7,4,3
24,10,49,65,3,0.14,21,19,7,14,10,4
46,2,30,34,2,0.14,24,20,9,19,14,6
36,2,33,36,1,0.14,19,17,8,14,9,5
26,5,30,37,2,0.1,11,10,7,7,4,4
40,3,27,31,2,0.1,7,6,6,5,1,3
58,1,18,21,3,0.1,5,5,5,2,0,2
68,1,13,16,4,0.096,6,8,4,,,
45,7,42,53,1,0.16,12,15,2,,,
67,1,20,22,1,0.11,14,14,5,,,
73,1,14,15,3,0.1,6,7,5,,,
67,2,26,28,5,0.11,5,5,6,,,
53,4,31,37,5,0.1,7,10,3,,,
50,3,33,37,3,0.15,12,14,4,,,
65,2,24,27,2,0.11,17,20,3,,,
30,7,43,55,4,0.14,20,19,6,,,
59,2,25,28,5,0.091,11,12,5,,,
67,1,17,19,4,0.084,8,10,3,,,
37,7,38,49,3,0.15,11,14,3,,,
46,4,34,41,2,0.11,12,13,4,,,
38,4,37,44,3,0.15,10,10,5,,,
47,4,34,40,3,0.13,11,12,4,,,
35,4,36,42,2,0.14,17,16,6,,,
34,3,30,34,4,0.12,26,21,10,,,
22,9,48,62,5,0.22,26,23,9,,,
43,6,36,44,2,0.16,14,16,4,,,
38,3,32,36,2,0.12,16,15,7,,,
16,18,51,79,3,0.21,22,20,7,15,12,3
27,6,37,46,1,0.15,25,20,10,19,13,6
53,3,27,31,1,0.086,11,11,6,6,4,3
54,2,17,19,2,0.11,10,10,5,5,4,1
65,1,11,12,2,0.082,10,10,5,5,4,1
58,2,25,27,3,0.11,9,9,5,5,3,2
64,2,21,25,2,0.12,11,13,4,5,4,1
55,4,32,37,2,0.11,13,14,4,6,6,1
46,5,30,38,2,0.13,25,23,8,19,14,5
45,5,29,37,2,0.13,34,29,10,25,19,7
66,3,22,27,2,0.13,14,12,7,11,6,4
65,2,21,25,2,0.12,13,13,5,8,6,2
32,12,44,61,3,0.19,45,36,14,37,26,11
42,19,42,71,2,0.17,42,32,15,33,21,12
67,1,24,26,1,0.11,15,14,6,8,6,2
67,3,34,39,2,0.12,16,15,6,9,7,2
69,2,28,30,3,0.16,17,16,6,9,7,2
70,1,24,25,2,0.12,13,14,5,7,6,1
51,5,30,39,1,0.15,15,16,5,10,9,2
48,24,37,74,5,0.18,25,22,9,20,15,6
46,3,28,33,2,0.12,19,17,7,12,8,4
55,4,28,34,1,0.097,18,17,6,9,7,2
43,7,39,51,2,0.13,25,23,8,17,13,4
42,13,44,65,1,0.13,29,24,10,21,15,7
55,29,46,90,3,0.23,40,34,12,31,23,9
72,4,32,38,2,0.19,35,27,13,27,17,9
63,2,21,23,1,0.088,15,14,7,8,6,2
60,2,23,26,2,0.1,14,14,6,8,6,2
62,2,21,24,1,0.093,15,13,7,8,5,3
55,3,30,35,1,0.1,12,12,5,6,5,2
60,1,21,23,2,0.11,11,11,5,6,5,2
72,1,14,15,2,0.099,9,9,5,5,4,1
65,1,15,16,1,0.11,10,11,4,6,4,1
64,1,20,22,1,0.1,9,10,5,6,4,1
67,3,23,27,1,0.11,11,13,4,6,5,1
61,7,34,45,2,0.11,17,18,5,9,8,2
53,3,31,35,2,0.14,21,19,7,12,9,3
28,15,39,63,1,,25,23,8,14,10,4
57,2,21,24,2,,18,17,6,10,8,2
72,1,15,17,2,0.13,17,17,6,11,8,3
42,6,27,36,3,0.17,16,14,8,10,6,4
57,3,23,27,2,0.12,11,12,4,6,5,1
52,3,24,29,2,0.14,10,12,4,7,5,1
35,9,39,53,2,0.17,14,14,5,10,7,3
38,4,37,44,1,0.14,14,14,6,11,8,3
57,2,31,34,2,0.13,14,13,6,10,7,4
69,3,27,31,4,0.11,19,17,7,14,10,4
66,2,22,25,3,0.098,9,11,4,5,4,1
51,7,29,39,2,0.13,23,22,7,15,12,3
57,3,26,30,1,0.11,26,25,7,16,13,3
62,3,22,27,1,0.1,28,26,8,17,13,5
70,3,22,27,2,0.094,19,19,6,10,7,3
56,3,20,24,3,0.12,28,23,11,24,16,8
71,2,17,20,2,0.11,22,19,8,17,12,5
65,2,20,23,1,0.099,23,24,5,11,9,2
65,3,25,29,2,0.099,20,19,6,10,7,3
60,5,39,47,2,0.13,23,21,8,13,9,4
39,12,66,83,5,0.23,46,37,15,33,22,11
55,3,30,35,3,0.15,18,14,10,13,8,5
82,1,16,18,2,0.13,18,17,7,11,9,2
65,1,17,19,2,0.13,12,14,5,6,5,1
48,2,25,27,1,0.13,13,13,6,7,5,2
41,3,18,22,2,0.12,10,11,5,6,3,2
19,12,47,66,2,0.22,12,11,6,8,5,4
37,4,36,43,1,0.15,11,11,5,8,5,3
47,3,32,37,1,0.13,9,10,4,7,5,2
55,2,20,23,1,0.12,9,11,3,5,4,1
68,1,20,22,2,0.12,11,13,4,6,5,1
63,6,37,46,1,0.17,16,15,6,11,8,3
38,3,27,33,1,0.13,11,12,4,7,6,1
48,7,36,47,2,0.18,,,,11,8,3
46,8,47,59,2,0.15,,,,12,9,4
55,8,49,61,3,0.16,,,,14,11,4
63,2,30,33,2,0.14,15,16,5,12,9,3
54,2,26,29,1,0.14,12,13,5,9,7,2
62,1,20,22,2,0.14,13,13,5,10,7,3
52,2,17,20,1,0.11,8,10,4,6,4,2
31,6,29,38,1,0.12,11,13,4,8,7,2
54,2,19,21,2,0.12,10,10,5,8,5,2
40,7,51,62,2,0.18,21,20,6,17,13,4
56,1,13,16,2,0.11,8,10,4,6,4,2
59,1,11,12,2,0.094,10,12,4,5,4,2
64,1,11,13,3,0.094,11,11,6,6,3,3
53,2,12,15,4,0.1,8,11,3,4,3,1
55,1,10,12,2,0.089,10,13,3,6,5,1
53,2,14,16,2,0.094,9,11,4,6,4,2
53,2,15,17,2,0.1,12,14,3,7,6,1
55,1,11,13,1,0.1,13,14,4,7,6,1
56,1,9,10,1,0.1,11,12,4,7,5,2
55,2,14,16,1,0.093,11,13,4,7,6,1
43,6,31,40,2,0.12,15,16,5,10,8,2
61,6,44,53,2,0.19,18,18,6,12,10,2
54,3,31,36,2,0.16,20,19,6,13,10,3
53,2,16,19,1,0.12,16,17,4,9,8,1
55,3,22,27,2,0.1,17,17,5,12,10,2
82,2,27,30,2,0.12,20,19,6,15,12,2
79,6,53,62,2,0.2,26,25,7,20,16,3
62,6,57,67,3,0.22,33,29,10,26,19,6
92,6,35,44,3,0.2,28,27,7,17,14,3
70,1,18,20,2,0.15,23,22,7,16,12,4
56,1,13,15,2,0.1,11,12,5,6,4,2
44,1,12,14,2,0.12,8,9,5,5,3,2
46,1,9,10,2,0.15,7,9,4,4,3,2
57,3,24,28,1,0.11,11,12,5,6,4,3
34,7,45,56,2,0.21,20,19,7,14,9,4
41,3,23,27,3,0.15,9,9,6,8,4,4
39,3,25,30,3,0.11,8,9,4,6,4,2
42,3,24,29,1,0.12,9,11,4,7,6,2
54,1,13,15,1,0.1,13,14,5,9,7,2
52,1,13,15,1,0.13,9,11,4,6,5,2
43,2,19,22,3,0.1,10,11,5,6,5,1
41,4,25,31,3,0.1,11,12,5,8,5,2
46,5,33,41,4,0.13,14,14,5,9,7,2
69,5,40,47,3,0.19,,,,13,10,2
57,2,21,24,2,0.13,,,,8,6,2
56,1,15,17,2,0.099,,,,6,4,2
74,1,18,19,3,0.1,,,,11,8,3
52,3,18,22,4,0.11,,,,7,5,2
38,2,19,22,3,0.12,,,,6,4,2
48,3,16,20,2,0.1,,,,5,4,1
59,2,18,21,2,0.09,,,,7,5,2
39,3,19,24,2,0.11,,,,6,4,1
30,2,19,22,1,0.11,,,,8,6,2
25,2,12,15,1,0.11,,,,4,3,2
56,3,21,25,2,0.11,,,,7,5,2
68,4,33,40,3,0.15,,,,11,8,3
56,3,25,29,3,0.17,,,,13,10,3
37,3,14,18,2,0.13,,,,6,4,2
51,2,13,15,2,0.11,,,,5,3,2
42,2,16,19,2,0.12,,,,4,2,2
29,2,22,26,2,0.13,,,,7,5,1
40,2,20,23,2,0.092,,,,6,4,1
46,2,27,31,2,0.13,,,,9,6,2
37,2,21,25,2,0.14,,,,,,
36,2,18,21,2,0.12,,,,,,
42,2,14,17,1,0.11,,,,,,
37,2,20,23,2,0.14,,,,6,4,1
51,1,12,13,2,0.11,,,,4,3,0
47,2,16,19,1,0.11,,,,6,5,1
48,2,18,22,1,0.11,,,,6,5,1
43,2,17,20,2,0.12,,,,4,3,1
52,1,11,13,3,0.1,,,,7,6,1
52,1,15,17,2,0.092,,,,5,4,0
46,2,20,23,2,0.15,,,,6,5,1
49,1,16,18,1,0.15,,,,6,5,1
39,2,23,26,2,0.12,,,,6,5,1
26,4,26,32,3,0.14,,,,7,5,2
35,3,23,28,2,0.13,6,9,3,6,5,1
42,13,26,46,1,0.14,11,13,3,7,6,1
33,15,29,52,3,0.2,13,14,4,9,7,2
45,1,12,14,2,0.1,4,7,3,3,3,1
58,1,17,19,1,0.12,9,11,3,7,6,1
51,4,31,38,2,0.13,11,12,4,9,7,2
40,4,32,38,2,0.13,11,13,4,9,8,1
35,8,27,39,2,0.13,9,11,4,6,5,2
44,2,15,18,3,0.12,8,10,4,5,4,1
45,2,17,20,3,0.12,8,10,3,6,5,1
48,1,14,16,2,0.14,8,11,2,5,5,0
45,2,18,20,1,0.13,8,11,3,6,5,1
25,5,34,42,2,0.14,,,,,,
22,8,39,51,3,0.14,,,,14,10,4
,8,37,50,3,0.19,,,,16,11,5
31,4,27,33,2,0.14,,,,6,5,1
33,17,42,68,2,0.18,,,,11,10,1
42,8,43,55,3,0.2,19,19,5,14,12,2
49,8,40,52,3,0.2,19,20,5,15,13,2
64,4,39,46,3,0.2,31,26,10,26,19,7
29,7,36,46,2,0.16,19,18,6,13,10,3
23,7,35,46,2,0.13,12,14,4,10,7,2
28,9,32,46,2,0.16,11,13,4,8,6,1
34,14,38,59,3,0.17,13,14,4,9,8,1
47,3,31,35,2,0.13,13,14,5,10,7,2
59,1,20,21,2,0.14,10,10,5,8,5,3
31,4,25,31,2,0.13,7,9,4,6,5,1
37,2,19,22,2,0.13,6,8,4,4,3,1
32,3,30,35,2,0.12,15,18,3,9,8,1
34,4,25,31,3,0.11,17,15,2,10,8,2
33,6,28,38,3,0.16,6,5,1,6,4,2
23,7,30,40,2,0.15,7,7,1,5,4,1
34,3,18,23,2,0.11,7,6,2,6,4,2
47,2,18,21,2,0.11,8,8,0,5,5,0
42,3,17,22,2,0.13,8,7,1,,,
53,2,17,20,2,0.12,7,6,1,3,3,0
34,3,27,31,1,0.11,6,6,0,4,4,0
20,9,37,51,2,0.16,9,7,1,7,5,2
23,12,31,49,3,0.14,10,8,2,9,6,3
39,2,25,28,2,0.13,8,7,1,6,5,1
30,4,32,39,2,0.16,11,9,2,8,6,2
22,19,42,71,2,0.26,12,10,2,10,8,2
,7,31,41,2,0.15,13,11,2,9,7,2
41,3,29,33,3,0.14,11,10,1,7,6,1
27,22,34,68,3,0.19,11,10,2,9,7,2
43,2,28,32,3,0.13,11,9,2,8,6,2
50,2,32,35,2,0.16,20,16,4,16,12,4
19,13,52,71,2,0.19,,,,,,
21,9,45,59,2,0.14,38,29,9,34,27,7
38,10,37,53,4,0.15,43,30,13,37,26,12
44,2,26,30,2,0.13,9,6,2,5,3,2
27,5,34,41,3,0.16,14,12,2,8,7,2
41,2,27,31,3,0.13,11,9,2,5,4,1
48,1,13,14,3,0.11,4,3,2,3,2,1
53,1,17,19,2,0.092,18,17,2,9,8,1
34,9,33,47,1,0.14,13,12,1,7,6,1
40,3,28,33,3,0.12,12,10,2,7,4,2
49,2,21,24,2,0.11,8,7,1,4,4,1
28,9,41,55,1,0.18,11,10,1,7,6,1
40,2,21,23,2,0.11,6,5,2,4,3,2
26,24,34,71,3,0.22,11,9,1,9,7,1
15,21,44,76,,0.21,14,12,3,10,9,2
37,2,24,28,,0.11,8,6,2,5,4,1
,2,19,22,,0.089,8,7,2,4,3,1
30,5,28,36,,0.12,15,14,1,7,6,1
36,2,22,25,,0.1,12,10,2,7,6,1
35,2,22,25,,0.12,16,13,2,10,8,1
39,8,34,46,,0.17,26,22,4,19,16,3
39,17,31,58,,0.21,26,23,3,14,12,2
35,14,43,65,,0.19,20,18,2,9,7,2
10,35,50,104,,0.26,39,34,5,20,17,3
27,19,33,62,,0.22,23,17,7,18,13,5
49,1,21,23,,0.12,10,8,3,4,3,1
63,1,11,12,,0.09,13,11,3,6,4,2
54,1,16,17,,0.12,7,6,1,4,4,0
32,3,32,36,,0.16,10,8,2,6,4,1
42,2,19,21,,0.1,8,5,2,5,3,2
35,16,35,59,,0.19,13,11,2,9,8,1
4,28,51,94,,0.2,17,13,4,14,11,3
21,28,43,86,,0.2,16,12,3,10,8,2
24,10,31,46,,0.13,13,9,4,10,6,3
47,2,20,23,,0.12,10,8,2,5,4,1
18,44,52,120,,0.27,19,17,2,12,11,1
15,10,48,63,,0.17,19,16,3,13,11,3
11,36,56,111,,0.28,22,18,4,16,12,3
2,107,65,229,,0.4,37,32,5,29,24,5
9,89,65,201,,0.43,47,39,8,39,32,7
18,6,39,48,,0.18,23,17,6,18,13,5
30,8,31,43,,0.17,22,20,2,17,16,2
10,31,47,95,,0.26,28,23,5,22,19,4
34,4,33,39,,0.15,11,8,4,6,3,3
24,25,44,82,,0.22,14,11,3,8,7,2
5,31,56,103,,0.24,19,15,4,12,9,3
36,3,35,39,,0.14,13,10,3,6,5,2
19,12,46,64,1,0.18,13,9,4,9,7,2
43,3,23,27,1,0.11,9,7,2,7,5,2
22,14,39,60,2,0.15,11,9,1,7,6,1
16,7,44,55,2,0.16,15,12,3,8,6,2
9,24,43,81,2,0.21,19,14,5,15,11,4
16,15,43,66,2,0.17,15,11,4,11,8,3
12,71,66,175,4,0.33,25,21,3,15,12,3
17,7,48,59,2,0.17,14,11,3,9,7,3
13,18,49,76,2,0.21,16,13,3,11,9,2
27,3,35,39,2,0.13,12,9,4,7,5,3
44,2,22,25,1,0.1,15,10,4,8,5,3
61,1,16,17,3,0.12,19,14,5,10,7,3
52,2,23,25,2,0.13,12,10,2,5,5,1
10,74,62,176,4,0.35,26,24,3,17,15,2
21,51,44,123,4,0.3,21,18,4,16,13,2
32,3,32,36,1,0.12,11,9,2,6,5,1
43,3,27,31,2,0.096,8,4,4,4,1,3
21,12,43,61,2,0.17,12,9,3,7,5,2
32,4,33,40,1,0.1,12,10,2,7,5,2
34,6,38,48,1,0.12,13,10,2,7,5,2
37,6,32,41,1,0.12,11,10,1,7,6,1
9,17,54,80,2,0.19,23,19,5,17,13,4
18,5,39,46,2,0.16,14,10,4,10,7,3
10,21,57,89,2,0.17,19,16,3,10,8,2
22,5,47,55,1,0.15,11,7,3,8,5,3
47,2,29,33,1,0.13,11,7,3,6,3,3
44,5,25,32,2,0.14,12,8,4,7,4,3
40,5,33,39,1,0.1,8,7,2,5,3,1
20,9,53,68,1,0.2,15,12,4,10,7,3
27,6,44,53,3,0.17,10,7,4,8,6,3
32,7,41,52,3,0.12,10,8,2,7,6,1
7,40,63,125,3,0.2,21,16,5,17,13,4
35,8,39,51,2,0.15,9,5,4,5,2,3
36,7,42,53,3,0.17,10,8,2,6,4,2
24,7,41,51,4,0.12,10,9,1,6,6,0
9,20,49,80,3,0.18,13,11,2,9,8,1
16,11,41,59,3,0.18,16,11,5,12,8,4
16,84,62,191,5,0.38,24,22,3,16,14,2
3,101,70,224,4,0.44,36,30,5,26,22,4
4,34,50,102,4,0.23,23,16,7,16,11,5
17,11,43,60,3,0.29,17,10,7,12,6,5
16,11,46,63,2,0.18,14,8,5,10,7,4
39,1,21,23,1,0.1,7,2,5,5,1,4
57,1,13,14,1,0.11,5,1,4,3,0,3
62,0,7,8,2,0.12,11,6,5,7,3,3
56,1,20,21,3,0.14,7,3,3,3,0,3
49,2,21,25,3,0.13,6,5,1,3,3,0
16,19,46,75,2,0.23,12,10,2,9,8,1
43,3,31,36,2,0.16,10,8,2,9,6,2
63,1,17,19,2,0.11,19,18,1,10,9,1
71,0,12,12,2,0.1,9,7,2,5,3,2
