Ozone,NO,NO2,NOX,SO2,PM10,NV_PM10,V_PM10,PM2.5,NV_PM2.5,V_PM2.5
18,13,51,71,2,16,16,2,7,6,0
34,12,40,58,1,16,16,3,6,6,0
23,17,46,72,3,29,25,6,15,12,3
26,6,41,51,4,25,21,7,15,11,4
28,10,40,55,3,17,16,4,9,8,1
26,9,44,57,2,15,16,2,8,8,0
23,13,56,77,3,20,20,3,11,9,1
29,8,50,62,4,19,20,3,10,9,1
40,4,33,39,2,14,14,3,7,6,1
20,6,27,35,2,8,8,3,3,3,0
24,7,28,38,1,9,9,3,5,4,0
35,13,53,73,4,15,15,4,9,8,1
52,3,40,45,3,16,16,4,10,9,1
14,25,56,93,4,11,12,3,6,6,0
26,6,31,41,1,11,12,2,4,4,0
33,4,29,35,2,12,12,3,4,4,0
28,6,35,44,2,12,12,2,4,5,0
34,4,31,38,2,11,13,1,4,5,-1
31,8,45,57,1,13,14,2,6,6,0
26,15,46,69,2,17,15,5,10,8,2
20,17,48,75,5,9,8,3,5,4,1
16,24,57,94,1,13,13,3,7,7,0
12,25,59,98,2,11,11,3,7,6,1
20,19,55,85,2,9,9,3,4,4,0
13,21,58,90,2,9,10,2,5,4,0
11,19,56,85,2,13,14,2,7,7,0
23,16,47,73,1,14,14,3,6,6,0
17,17,48,74,1,12,12,3,5,5,0
24,12,44,63,2,9,10,3,5,4,1
29,12,49,68,1,14,14,3,7,6,1
22,20,55,86,2,22,20,4,11,9,2
22,22,64,98,3,28,24,6,17,14,4
43,2,37,41,2,13,12,4,7,5,1
26,9,45,59,2,12,11,4,5,4,2
31,10,39,55,1,10,10,3,4,3,1
36,5,36,43,1,11,11,3,4,4,0
12,32,64,113,4,12,12,3,6,5,1
25,13,47,67,3,14,14,3,7,7,0
13,28,57,100,2,13,15,1,6,7,0
23,23,57,93,2,14,15,2,9,8,1
39,10,39,55,1,20,17,6,15,11,3
27,7,48,58,3,14,11,6,8,5,3
7,37,60,117,6,11,11,2,5,5,0
19,13,47,67,3,11,12,2,5,4,0
25,9,39,52,2,10,11,2,3,4,0
11,46,59,130,2,15,16,2,7,7,-1
16,27,58,101,2,20,20,3,10,9,1
21,21,53,85,2,13,14,3,6,5,0
20,29,52,96,2,15,15,3,6,5,0
20,27,51,92,2,17,16,3,9,7,1
21,23,53,88,2,19,18,4,9,7,1
22,31,56,104,2,20,18,4,9,8,2
19,27,58,99,4,,,,17,13,5
11,30,66,113,2,,,,35,25,11
34,8,55,66,2,,,,28,20,8
16,12,46,65,4,,,,9,6,3
18,14,47,68,6,,,,6,5,1
13,14,47,68,3,12,12,2,6,5,1
9,43,66,131,2,17,17,2,8,8,0
6,118,78,259,4,30,29,4,20,18,2
13,27,55,97,2,17,15,5,10,7,2
23,11,44,62,2,33,29,6,22,18,4
12,35,59,113,3,29,27,5,17,15,2
15,37,60,117,2,20,20,4,10,9,1
12,39,61,120,2,14,13,3,6,5,1
9,44,55,123,2,16,16,3,10,9,1
17,35,59,113,2,32,32,4,21,19,2
18,28,55,99,2,21,21,3,11,9,1
11,34,48,99,2,16,15,4,9,8,1
8,44,61,129,2,16,15,3,6,6,0
5,54,73,156,3,21,19,5,12,10,2
9,14,49,70,3,15,13,4,9,6,2
20,23,62,97,3,14,14,3,7,6,0
20,10,53,69,2,19,19,3,8,7,1
24,9,49,63,4,12,13,3,6,6,0
13,12,51,70,2,15,13,4,6,5,1
8,25,51,89,3,24,21,6,16,12,4
5,33,51,102,4,32,28,7,21,17,4
16,12,57,75,4,16,14,4,8,7,2
14,12,52,70,3,14,14,3,6,5,0
13,18,48,75,2,17,17,3,8,7,0
6,48,46,119,3,39,33,9,29,24,5
1,160,69,315,6,56,49,11,47,40,7
2,72,63,174,4,39,31,11,29,22,7
6,46,51,122,6,32,26,8,22,16,6
8,46,60,131,6,22,20,6,16,12,3
19,7,45,56,5,15,14,4,7,5,2
23,5,38,46,4,9,9,3,4,3,1
28,3,34,38,3,14,13,4,6,6,1
25,3,36,41,3,16,15,4,7,5,1
47,2,29,33,3,15,16,2,5,4,1
37,4,32,37,3,16,16,3,5,5,0
37,3,37,42,3,14,14,3,4,3,1
27,7,42,53,3,13,12,4,5,4,1
38,5,40,48,3,13,14,2,4,4,0
34,4,37,43,3,10,10,3,3,1,1
43,2,19,22,4,13,12,3,4,3,1
39,4,37,43,2,13,13,3,4,3,1
40,4,31,36,4,,,,3,3,0
42,5,32,39,2,17,18,1,6,5,0
24,11,50,67,2,13,14,1,5,5,0
17,17,64,90,4,10,10,3,3,2,1
23,39,58,119,5,8,9,1,3,3,0
7,36,67,122,4,13,14,2,9,9,1
9,40,64,126,3,22,21,4,13,10,3
15,24,59,97,5,12,12,3,5,4,1
8,55,77,162,6,13,13,2,7,7,0
5,46,69,138,4,19,19,3,12,10,1
20,13,48,68,5,9,7,3,6,3,2
38,6,38,46,4,10,10,2,3,3,1
55,2,24,26,5,12,13,1,5,4,0
40,3,35,40,3,8,9,1,3,3,0
33,7,44,56,2,10,10,1,4,4,0
41,4,41,47,2,17,17,2,8,7,0
34,6,39,48,3,21,20,3,10,9,1
33,11,44,61,2,11,12,1,4,4,0
59,2,24,26,3,16,15,2,4,4,1
47,2,29,32,4,11,13,1,5,5,-1
21,11,43,61,3,20,19,3,11,9,1
29,5,43,51,3,15,15,2,6,6,0
26,7,45,56,1,15,15,2,4,4,0
36,5,42,49,1,12,12,2,4,3,0
20,10,55,71,2,10,10,2,4,3,1
30,5,43,50,2,14,13,2,5,4,1
14,29,55,99,2,15,14,3,8,7,1
13,18,49,76,2,20,18,4,13,11,2
3,38,48,106,3,24,21,5,16,13,3
29,5,42,50,1,17,16,3,7,7,1
14,11,43,60,3,35,34,3,17,16,1
27,5,44,52,2,20,19,3,9,8,1
25,4,32,39,2,20,19,4,10,9,1
42,2,33,36,3,16,16,2,6,6,0
36,4,43,50,2,10,11,2,3,3,0
47,2,27,30,3,7,6,2,1,1,0
45,3,34,38,1,17,17,2,5,5,0
48,2,27,30,2,10,10,2,2,2,0
51,1,21,22,1,11,12,1,2,3,0
53,1,16,17,2,17,16,3,7,7,0
41,2,26,29,2,60,60,2,26,26,0
19,11,38,54,3,32,29,4,15,13,2
42,3,34,38,2,14,14,2,4,4,-1
45,3,26,30,4,13,12,3,4,3,1
52,2,27,31,4,11,11,1,2,3,-1
18,16,50,74,3,17,14,3,7,5,1
27,7,36,47,3,10,7,2,3,2,0
35,4,41,48,4,11,7,4,3,1,1
28,6,51,60,3,15,13,2,4,4,0
18,17,56,82,3,14,12,2,4,5,0
1,91,,,4,28,23,5,,,
26,12,53,72,4,9,7,2,3,4,-1
17,13,62,83,4,17,15,2,7,7,0
40,4,40,45,4,11,8,3,5,3,1
42,3,38,43,3,11,9,2,3,4,0
19,15,64,87,5,10,9,2,5,5,0
20,12,53,71,6,10,9,1,4,5,-1
21,,,,1,14,12,2,5,5,0
26,36,61,116,4,8,7,2,3,3,0
15,47,77,150,6,11,11,1,5,6,-1
9,28,74,118,3,21,18,3,,,
17,19,62,91,4,15,12,3,,,
14,33,59,110,3,23,19,4,,,
2,166,112,366,8,44,38,6,,,
1,252,130,516,11,58,49,9,,,
7,74,81,195,4,35,28,7,27,20,6
12,16,58,82,3,22,19,3,13,10,3
22,8,50,61,2,24,21,3,11,9,2
16,6,35,43,2,12,9,4,7,6,2
28,7,39,49,3,16,12,4,6,5,1
43,3,34,38,4,15,12,3,5,4,1
40,5,40,48,3,7,4,3,2,2,0
34,7,45,55,2,14,12,1,5,4,1
54,2,27,30,4,9,7,3,3,2,1
45,9,43,56,4,11,8,3,4,3,1
40,3,36,40,4,9,9,0,4,4,0
58,2,26,29,2,15,12,3,7,6,1
47,5,41,49,3,18,16,2,6,6,0
20,18,64,91,4,13,12,1,5,6,-1
18,23,61,96,4,13,11,2,7,6,1
40,4,39,46,5,12,8,4,5,4,2
56,2,25,28,11,15,11,4,7,5,2
57,2,26,29,3,10,8,2,3,3,0
63,,,,5,,,,,,
37,11,51,69,5,,,,,,
19,38,70,129,4,,,,,,
11,,,,5,,,,,,
15,37,59,115,5,,,,,,
10,35,53,106,8,28,22,6,21,16,5
23,26,43,83,4,21,19,2,12,11,1
16,45,54,122,5,15,15,0,7,8,-1
15,32,52,100,3,23,19,4,13,10,3
25,10,47,62,6,19,15,4,11,8,3
13,44,58,126,4,16,14,2,10,9,2
29,10,39,55,4,15,12,2,8,6,2
44,4,22,28,2,7,6,1,2,3,0
54,2,7,10,2,7,5,2,3,2,1
28,31,47,94,4,9,8,1,4,3,0
15,37,62,118,3,16,15,1,8,8,0
6,105,81,242,7,32,28,4,21,17,4
8,63,75,172,5,26,21,5,19,14,4
10,41,66,129,7,29,22,6,21,15,6
24,19,47,76,6,31,23,8,23,16,7
40,14,38,59,2,13,11,2,7,5,1
27,24,50,87,2,17,14,3,8,6,2
45,5,26,33,5,11,7,4,5,3,2
40,10,34,50,3,11,9,2,4,3,1
31,25,44,82,3,11,10,2,5,4,1
39,13,38,57,4,10,9,2,4,4,0
15,46,60,130,3,16,14,3,10,9,2
23,30,49,95,3,14,11,3,8,6,2
14,53,61,142,4,16,14,2,9,8,1
22,22,49,83,5,17,14,3,10,8,2
25,26,45,84,6,14,12,2,9,8,1
6,57,62,149,4,36,28,8,28,21,7
7,54,70,153,5,65,48,17,56,40,16
9,34,61,114,4,80,59,20,70,51,19
26,17,43,70,3,43,27,16,37,22,15
38,15,40,64,3,28,20,9,21,13,8
20,32,51,100,4,27,19,7,19,13,6
,,,,,,,,,,
,,,,,,,,,,
20,35,64,118,2,19,14,4,13,10,3
39,17,48,74,2,12,11,2,6,6,1
34,20,52,83,3,14,12,2,8,7,1
20,42,72,137,4,24,19,5,16,13,4
16,35,76,129,3,28,22,7,21,16,6
10,41,73,135,3,35,26,9,29,20,8
30,7,48,59,3,24,17,7,19,13,6
43,16,42,67,4,14,11,2,8,7,1
50,3,23,27,6,14,10,4,7,4,3
56,2,18,21,2,10,8,2,4,2,1
54,3,16,21,6,7,7,1,3,3,0
49,4,27,33,2,10,9,1,3,4,0
34,12,44,63,3,12,11,1,5,5,0
17,39,65,125,4,15,13,2,10,9,1
35,11,42,59,3,21,17,4,15,11,4
43,9,32,45,3,24,17,7,18,12,6
30,9,31,46,3,26,18,8,20,14,6
46,4,27,34,2,15,12,3,10,7,3
39,16,42,67,3,14,11,3,8,7,1
48,6,25,34,3,11,10,2,5,4,1
26,15,40,63,3,10,9,1,5,5,0
28,16,46,71,2,15,12,3,9,7,2
50,3,21,26,2,9,7,2,5,4,1
42,10,38,54,3,15,13,2,7,6,1
19,18,44,73,3,36,27,9,26,19,7
41,7,31,41,3,12,9,3,6,5,2
36,18,48,75,3,14,12,3,9,7,2
46,7,36,46,2,16,12,4,11,7,3
31,22,46,80,3,12,8,4,7,5,2
23,40,51,112,4,9,7,2,7,5,1
32,18,41,69,2,9,7,1,5,5,1
30,10,47,62,2,15,14,1,10,9,1
33,23,43,78,2,17,15,2,9,7,1
32,23,41,77,2,25,22,3,10,9,2
31,21,43,76,4,28,23,4,15,12,3
32,19,42,72,2,21,18,3,10,8,2
27,24,42,79,3,13,11,2,7,6,2
35,21,41,73,3,11,9,2,6,5,1
24,24,48,85,6,12,8,3,8,5,3
27,39,50,111,4,9,8,2,6,4,1
27,29,47,92,3,15,12,3,9,8,2
39,12,31,49,3,15,11,4,9,6,4
40,12,31,49,3,10,9,2,4,4,0
31,23,45,80,4,10,9,1,5,5,0
46,8,28,41,3,14,12,2,7,6,1
45,3,17,21,3,13,10,3,7,5,2
35,17,42,67,3,15,13,2,7,6,0
45,10,35,51,2,19,16,3,10,8,2
49,12,51,69,4,27,22,5,16,12,4
38,20,63,94,4,40,31,8,27,20,7
47,13,45,65,5,41,29,13,32,22,10
62,8,43,56,2,24,20,4,17,14,3
47,12,55,74,3,32,27,5,21,17,4
17,21,48,79,3,31,22,9,25,17,8
15,24,39,76,4,32,21,11,26,17,9
49,13,39,59,4,36,29,8,27,20,6
46,17,33,58,3,30,25,5,17,14,2
46,15,35,59,3,18,16,2,8,7,1
45,13,37,57,3,20,16,3,11,9,2
39,16,43,68,3,25,20,5,13,10,3
51,10,40,56,2,20,16,5,12,9,3
43,,,,3,14,10,4,8,6,3
34,,,,3,17,14,3,10,8,2
46,3,18,23,2,15,12,3,8,6,2
44,2,17,20,3,15,12,3,9,7,2
44,8,30,42,4,12,9,2,5,5,1
27,22,39,73,3,12,10,2,7,6,1
31,18,34,62,3,15,11,3,7,5,2
25,23,41,76,4,16,13,3,8,7,1
32,11,40,56,3,20,16,5,13,9,3
43,10,36,51,3,27,20,7,18,13,5
48,6,29,39,3,29,20,9,21,14,7
41,14,36,58,2,21,15,6,15,10,4
42,13,31,50,2,14,10,4,8,6,2
27,24,37,74,3,12,9,3,7,5,1
29,18,33,61,2,12,9,3,7,5,1
43,12,30,49,2,14,10,3,6,5,1
25,25,41,79,4,14,11,3,9,7,2
21,25,48,86,2,23,18,5,18,14,4
35,13,34,53,1,28,23,5,17,14,3
31,15,41,64,2,26,21,5,12,10,2
19,22,73,106,3,33,28,5,19,17,3
23,19,68,98,2,25,21,5,17,14,3
22,18,42,69,3,26,20,6,15,11,4
42,12,41,58,4,22,18,4,12,9,2
42,9,46,59,2,23,19,5,16,13,3
33,3,19,24,3,15,11,4,8,6,3
21,10,33,48,3,13,10,4,7,5,2
24,5,20,28,3,12,8,3,6,4,2
33,4,15,22,3,13,10,2,6,5,1
33,7,28,40,3,13,10,2,8,7,1
20,19,41,70,4,18,14,4,12,9,2
18,21,39,71,4,14,12,3,9,8,2
35,3,14,18,2,15,12,4,9,7,2
18,9,22,36,3,8,5,3,4,3,2
31,4,19,25,3,13,11,3,6,6,1
17,9,19,33,2,12,10,2,8,6,2
8,19,37,66,3,15,11,4,8,7,2
29,5,18,25,3,14,11,3,8,7,1
27,9,25,38,3,12,9,3,5,5,1
32,9,20,34,2,11,9,2,7,6,1
21,21,29,61,3,12,9,3,6,5,1
30,9,27,41,4,15,11,3,8,6,2
30,4,17,23,4,12,10,3,6,5,1
38,3,16,21,3,12,9,3,7,5,2
34,4,20,25,1,11,8,3,5,4,1
32,4,17,23,2,,,,5,5,1
35,3,14,18,1,12,10,2,7,6,1
26,6,20,30,3,12,9,3,7,5,2
25,19,36,65,2,14,11,3,6,5,1
36,15,39,63,1,15,13,2,7,5,1
43,3,25,29,4,15,13,2,10,8,1
29,4,22,28,2,16,13,3,9,7,1
26,3,16,20,2,15,12,3,8,7,2
28,3,10,14,2,12,9,3,7,5,2
33,3,16,21,3,13,11,2,6,5,1
19,17,32,57,2,13,10,3,7,6,1
16,28,39,82,2,14,10,3,8,6,2
20,22,45,79,2,13,10,2,7,6,1
19,8,30,43,2,13,11,2,8,6,2
20,4,14,20,1,9,7,2,4,3,1
21,4,17,22,2,11,8,2,6,4,1
36,11,41,58,2,,,,9,8,1
40,13,61,81,3,24,20,4,14,12,2
53,4,40,46,2,27,23,5,18,15,3
22,15,41,64,2,15,12,3,8,7,1
16,18,55,83,1,25,21,4,18,16,2
36,21,36,68,3,20,17,3,14,11,2
30,2,16,20,1,12,10,2,8,6,2
29,6,24,33,1,12,9,3,6,5,1
27,7,25,36,2,12,10,2,7,5,1
19,14,27,48,2,12,9,3,7,5,2
23,13,30,49,,12,11,2,8,7,1
20,6,23,32,2,15,11,4,7,5,2
18,19,38,68,1,15,11,4,9,7,2
27,19,35,64,2,11,8,3,7,5,2
24,7,27,38,1,13,10,3,7,5,3
11,7,18,28,2,13,10,3,7,6,2
25,4,13,19,1,14,11,4,6,4,2
31,5,21,28,3,12,10,2,6,5,1
31,9,30,44,2,14,12,2,8,7,1
31,6,22,30,1,13,11,2,8,6,1
34,2,10,13,2,14,11,3,8,5,2
30,13,27,47,2,,,,,,
24,18,33,61,3,,,,,,
23,15,34,57,2,,,,,,
19,13,30,50,2,,,,,,
28,6,25,34,1,20,18,3,10,9,1
30,7,20,31,1,13,11,2,6,5,1
26,16,29,53,2,15,12,2,8,6,1
33,9,25,39,2,16,14,3,8,7,1
37,11,28,45,3,22,18,4,11,9,3
43,5,30,38,2,27,23,5,15,11,4
44,13,39,59,3,31,26,5,16,13,4
36,3,29,34,3,29,21,8,18,13,6
44,2,12,15,2,22,20,2,9,7,1
40,2,10,13,3,11,10,1,6,5,1
32,3,16,20,2,19,17,2,9,7,1
31,9,42,56,3,20,17,3,11,9,2
34,29,70,115,2,33,30,4,20,17,2
31,14,56,77,2,36,30,6,23,19,4
23,19,43,72,2,20,15,5,13,10,3
40,6,35,44,3,29,24,5,18,14,4
39,3,13,17,3,17,12,4,10,8,2
29,29,44,88,1,15,13,3,9,8,1
44,16,37,61,1,20,17,3,12,10,2
34,4,30,36,2,18,15,3,10,8,2
18,10,28,43,2,21,18,3,10,9,2
21,3,20,25,2,20,16,4,10,7,3
20,3,20,25,3,18,14,4,9,6,3
28,3,16,20,2,16,13,3,7,6,2
,,,,,,,,,,
,,,,,,,,,,
33,10,32,47,4,20,16,4,12,9,3
27,8,38,51,3,24,20,4,13,10,3
33,3,17,21,3,17,15,3,8,6,2
21,4,20,27,2,16,13,3,8,6,1
24,9,24,38,3,17,14,3,9,7,2
20,9,31,44,1,17,14,3,8,7,1
29,23,62,97,3,34,30,3,18,16,2
36,11,46,64,2,32,27,5,20,17,3
34,18,49,78,2,36,31,5,22,18,4
17,30,31,78,2,15,12,4,9,7,2
11,30,25,71,2,15,12,3,8,7,1
21,16,35,59,2,14,11,3,10,8,2
9,23,37,72,2,23,19,4,15,12,3
9,13,30,51,2,18,14,4,11,9,3
28,11,38,55,2,22,17,5,16,12,4
30,4,27,33,1,17,13,4,12,9,3
30,7,32,44,2,14,12,2,7,6,1
45,2,32,36,4,17,14,3,9,7,3
44,1,16,18,3,19,17,2,7,6,1
23,7,34,44,2,26,23,3,8,7,1
19,5,31,39,2,14,12,2,8,6,1
26,5,24,32,3,23,20,3,11,9,2
27,5,27,34,4,13,10,3,6,4,2
27,4,29,36,4,18,15,3,7,5,2
18,7,34,45,3,11,8,3,7,5,2
20,13,32,52,3,14,12,2,8,8,0
12,40,51,113,2,20,17,2,11,10,1
18,16,32,57,3,23,19,4,13,11,2
28,7,29,40,2,18,14,3,7,5,2
24,10,31,46,3,16,14,3,7,5,1
11,17,38,64,3,19,17,2,10,9,1
17,13,33,53,2,16,13,3,9,7,1
22,9,28,42,3,11,8,2,5,4,1
13,23,38,73,,13,11,3,7,5,1
8,24,37,74,,17,14,3,10,8,2
9,20,30,61,,18,15,4,10,7,2
6,25,32,71,,21,16,5,13,10,3
5,28,35,78,,27,22,5,19,15,4
16,12,36,54,,23,18,5,17,13,4
24,4,31,37,,15,12,3,8,6,2
24,6,36,45,,15,12,3,7,6,1
24,9,37,51,,12,10,3,6,4,2
14,26,46,85,,13,11,2,7,5,2
13,26,42,81,,17,14,3,9,7,2
10,26,40,79,,17,14,3,10,8,3
11,15,36,59,,17,14,4,11,8,3
14,11,28,45,,20,15,6,15,11,4
8,17,38,64,,27,22,5,19,15,5
2,54,51,134,,40,33,8,28,22,6
13,9,37,51,,23,17,6,17,12,5
18,7,32,43,,20,15,5,13,10,3
20,16,40,63,,19,16,3,12,10,2
6,46,48,119,,31,25,6,23,19,4
1,83,49,177,,55,46,10,47,39,8
1,101,76,230,,63,48,14,46,33,12
6,,,,,46,37,10,33,25,7
6,42,61,126,,19,14,5,12,8,4
7,55,59,143,,27,21,6,20,15,5
10,20,57,88,,17,12,5,12,8,4
11,18,51,78,,23,19,4,16,13,3
19,12,35,54,,19,16,3,14,12,3
17,22,44,79,,15,12,3,8,6,2
6,28,60,103,,22,16,6,16,11,5
7,37,55,112,,13,10,3,8,6,2
7,27,63,105,,13,11,2,8,7,2
7,37,57,114,,25,20,4,18,14,3
8,32,55,104,,19,15,4,14,11,3
9,25,56,93,,17,13,3,11,9,2
6,25,60,99,,22,18,4,14,11,3
10,15,48,71,,15,10,5,10,6,4
22,6,44,53,,12,8,5,6,3,3
33,5,45,52,,17,12,5,7,4,3
30,7,51,62,,11,9,2,6,5,1
21,9,52,66,,13,10,3,7,5,2
22,13,48,68,,12,8,4,9,7,3
21,28,53,96,,20,17,4,11,7,4
33,7,42,53,,15,14,1,7,7,0
5,50,63,139,,26,23,3,14,12,2
27,20,45,76,,21,17,4,8,6,2
22,21,50,82,,20,18,3,8,7,2
5,34,54,106,,22,18,4,15,12,3
18,15,49,73,,19,15,4,11,9,3
16,27,60,102,,21,19,2,9,7,2
3,92,80,221,,31,28,4,18,16,2
3,232,118,474,,59,52,7,45,38,7
2,131,94,294,,43,36,7,32,27,6
1,85,62,192,,36,30,7,29,22,7
17,20,50,81,,19,15,4,10,6,3
8,31,55,102,,23,19,4,13,10,3
2,138,72,284,,58,50,8,42,34,8
3,127,67,261,,58,47,11,47,37,10
7,15,41,64,,33,24,8,25,18,7
11,12,39,57,,27,21,6,19,15,4
11,10,31,45,1,26,19,7,21,15,6
19,6,29,38,1,21,15,6,14,10,4
12,18,43,70,1,17,12,4,10,7,2
6,37,45,101,2,18,13,5,11,8,3
11,20,41,71,2,22,17,5,15,11,4
7,43,51,117,2,28,22,6,18,14,4
2,40,44,106,2,37,29,7,27,21,6
2,58,47,137,2,49,40,9,34,28,6
1,59,53,144,2,36,27,9,29,22,6
1,44,48,116,1,30,20,10,24,16,8
2,72,50,161,3,43,32,11,30,21,9
4,27,37,79,2,33,22,12,26,17,9
21,6,36,45,1,24,19,5,11,8,3
9,20,52,83,2,21,17,4,11,9,2
30,4,30,35,2,14,10,4,7,4,3
40,2,19,22,1,21,18,3,8,6,2
55,1,6,7,2,11,8,3,4,2,2
33,8,39,52,2,13,10,3,6,5,0
4,113,72,246,4,37,33,4,25,22,3
1,214,81,409,5,52,43,9,40,33,7
1,106,62,224,4,36,29,7,27,21,6
2,56,45,131,2,34,25,9,28,21,8
10,11,32,49,2,23,16,8,18,12,6
30,6,24,34,2,16,11,7,9,7,5
18,19,34,64,1,14,13,4,4,5,1
6,31,47,94,2,,,,,,
14,23,46,81,2,,,,,,
8,60,60,152,3,28,27,3,,,
10,61,55,148,3,27,24,6,,,
7,32,44,93,2,15,12,5,,,
6,23,43,78,1,19,15,7,,,
19,11,35,52,3,13,9,6,,,
12,17,44,70,3,18,17,3,,,
26,12,37,55,2,18,17,3,9,9,2
29,11,32,49,4,13,12,3,6,6,3
26,16,40,64,3,10,12,0,4,7,0
16,22,46,80,1,12,12,2,7,8,1
10,20,46,76,2,11,10,3,9,9,3
9,23,44,80,1,15,13,5,13,11,5
9,31,50,97,2,27,22,7,22,18,6
3,119,86,268,5,40,35,7,28,24,7
2,95,68,213,3,46,38,10,35,27,10
3,65,66,165,3,34,29,8,23,18,7
4,53,64,145,3,37,32,7,28,23,7
3,114,74,249,5,77,64,15,69,57,15
2,195,84,382,6,89,73,18,83,68,18
3,73,80,192,4,44,34,13,41,31,13
5,51,65,143,2,29,22,9,26,20,9
10,34,45,96,3,52,43,12,48,39,11
4,56,59,145,3,50,41,12,42,33,11
29,6,43,52,2,16,12,6,11,8,5
34,4,38,45,1,8,6,4,5,4,4
14,27,50,91,1,18,14,6,11,8,5
5,59,50,141,2,20,16,6,16,12,6
12,17,39,66,2,13,9,6,10,7,5
34,7,28,38,3,15,13,5,10,8,4
45,7,31,42,1,17,16,3,6,6,3
19,21,60,92,1,14,14,3,8,8,2
11,20,53,84,3,18,17,4,13,13,3
14,39,50,110,2,,,,,,
16,37,61,117,2,,,,,,
8,38,46,105,3,,,,,,
14,29,42,86,2,38,34,6,29,25,7
8,39,47,107,2,49,40,11,41,32,11
11,30,44,90,2,42,37,8,40,35,8
9,21,39,70,1,46,39,9,43,36,10
9,30,49,95,2,58,49,11,48,39,12
5,48,61,134,2,39,34,8,32,26,8
18,20,45,76,2,21,17,7,18,14,6
29,6,45,54,1,15,14,4,8,7,4
22,10,48,64,1,18,15,5,13,11,5
40,3,32,37,1,23,19,6,20,16,7
31,4,38,44,1,17,14,6,15,11,6
,,,,,,,,,,
,,,,,,,,,,
46,3,28,33,2,6,5,3,3,3,2
52,8,28,40,4,9,9,2,3,4,1
30,19,60,88,2,14,16,1,7,9,1
56,1,26,29,1,15,15,3,8,8,3
62,1,18,20,1,7,7,3,4,5,2
57,2,29,33,3,6,5,3,3,3,3
48,5,33,41,3,8,9,1,5,6,2
43,4,34,41,2,12,12,2,6,7,2
52,5,33,40,1,18,19,1,8,9,1
22,13,45,64,4,20,18,4,12,11,4
54,2,24,28,1,11,12,2,6,6,3
57,2,22,26,2,9,10,1,3,5,1
26,17,54,80,2,12,14,1,7,8,1
38,10,43,58,1,11,11,2,7,7,3
31,7,45,55,1,8,9,2,6,7,2
31,16,51,75,2,11,12,2,7,8,2
26,8,40,53,1,15,14,4,11,10,4
27,6,32,42,2,25,19,8,21,16,8
13,20,56,87,2,26,21,7,22,18,7
31,15,49,71,2,16,16,3,8,9,2
27,10,48,64,1,14,13,3,11,9,4
14,22,54,87,2,21,18,6,15,13,5
24,10,43,59,2,23,18,8,19,14,8
45,7,36,47,1,11,10,4,5,4,3
44,4,27,33,1,7,8,2,5,5,2
58,2,14,16,1,8,8,2,4,4,2
51,2,27,31,1,7,8,2,4,5,2
53,5,31,38,1,10,11,2,4,5,1
42,8,41,53,1,11,12,2,6,7,2
30,15,42,65,2,29,26,6,19,16,6
29,15,43,66,2,36,31,8,25,21,7
45,11,39,56,2,17,15,5,9,7,4
46,9,37,50,1,13,12,3,7,7,3
24,18,47,74,2,47,37,12,36,27,12
35,23,45,80,2,39,30,12,31,22,12
56,2,28,32,1,13,12,4,7,7,3
50,5,45,53,1,15,14,4,9,9,3
58,2,33,36,1,14,13,3,8,8,3
63,2,25,29,1,10,11,2,5,6,2
41,7,39,49,2,13,13,3,9,9,3
42,16,37,61,1,22,18,7,17,14,6
31,14,41,63,2,20,17,5,12,10,4
33,17,48,74,1,17,16,3,9,8,3
30,16,50,74,2,25,22,6,16,13,5
35,13,48,68,1,25,21,7,19,15,7
45,32,47,96,2,40,33,11,31,24,10
59,10,36,50,1,35,26,11,27,19,11
44,10,35,51,1,15,14,4,7,7,3
48,6,32,42,1,13,13,3,6,6,3
46,8,34,46,1,13,12,4,6,6,3
46,9,38,51,1,10,10,2,5,5,2
53,3,26,31,1,8,9,3,5,5,2
58,4,24,31,1,6,7,2,3,5,2
53,4,29,35,1,7,8,2,5,5,3
51,5,27,35,1,7,8,2,4,5,2
48,9,34,48,2,17,18,2,6,7,2
54,7,32,43,1,16,16,3,9,9,3
51,5,36,44,1,17,16,4,11,10,4
22,17,47,73,1,21,19,5,11,10,4
44,7,29,39,2,14,13,3,8,8,3
63,3,20,25,1,15,14,4,9,8,4
31,11,35,52,2,15,12,6,9,8,5
39,16,35,59,2,9,10,2,4,5,2
30,19,39,68,2,14,14,2,7,7,3
25,17,48,74,2,13,13,3,9,8,4
28,12,39,58,1,15,14,4,10,9,4
47,6,34,43,1,13,12,4,10,9,4
50,10,35,50,2,18,16,6,14,11,6
52,5,26,34,2,7,8,2,5,6,2
32,14,38,60,2,25,23,5,16,14,4
34,16,39,63,1,31,29,5,19,16,5
38,12,34,53,2,32,29,6,19,16,6
54,7,28,39,1,19,18,4,9,8,4
37,9,29,43,1,29,23,9,24,18,9
48,6,28,36,1,21,18,6,17,14,6
38,11,36,53,1,24,24,3,11,11,3
47,8,33,45,2,22,20,4,10,9,4
49,7,39,50,2,22,20,5,12,10,4
26,18,61,89,4,45,36,12,33,24,12
42,5,30,38,2,17,13,7,14,10,6
68,1,19,21,2,17,16,4,12,11,3
56,2,19,21,1,11,11,2,6,7,2
36,4,27,32,1,11,12,3,7,7,3
31,4,18,24,1,11,11,4,6,6,3
11,19,43,72,2,12,10,6,9,7,5
